,SYSLoad,PkLoad,PkLoadPoint,Year,Month,Date,WeekDay,Hour,MeanDry,MeanDew,DryBulb,DewPnt,Date.1
4420,13403,22424,16,2013,7,4,5,5,81 ,71 ,72,70,2013/7/4
4421,13462,22424,16,2013,7,4,5,6,81 ,71 ,72,70,2013/7/4
4422,14183,22424,16,2013,7,4,5,7,81 ,71 ,72,70,2013/7/4
4423,15536,22424,16,2013,7,4,5,8,81 ,71 ,75,71,2013/7/4
4424,17268,22424,16,2013,7,4,5,9,81 ,71 ,78,72,2013/7/4
4425,18947,22424,16,2013,7,4,5,10,81 ,71 ,80,72,2013/7/4
4426,20309,22424,16,2013,7,4,5,11,81 ,71 ,83,72,2013/7/4
4427,21264,22424,16,2013,7,4,5,12,81 ,71 ,85,72,2013/7/4
4428,21800,22424,16,2013,7,4,5,13,81 ,71 ,87,71,2013/7/4
4429,22040,22424,16,2013,7,4,5,14,81 ,71 ,88,71,2013/7/4
4430,22131,22424,16,2013,7,4,5,15,81 ,71 ,89,71,2013/7/4
4431,22263,22424,16,2013,7,4,5,16,81 ,71 ,89,71,2013/7/4
4432,22424,22424,16,2013,7,4,5,17,81 ,71 ,89,71,2013/7/4
4433,22406,22424,16,2013,7,4,5,18,81 ,71 ,88,70,2013/7/4
4434,21901,22424,16,2013,7,4,5,19,81 ,71 ,87,71,2013/7/4
4435,21152,22424,16,2013,7,4,5,20,81 ,71 ,86,71,2013/7/4
4436,20705,22424,16,2013,7,4,5,21,81 ,71 ,83,72,2013/7/4
4437,20132,22424,16,2013,7,4,5,22,81 ,71 ,81,72,2013/7/4
4438,19019,22424,16,2013,7,4,5,23,81 ,71 ,80,72,2013/7/4
4439,17565,22424,16,2013,7,4,5,24,81 ,71 ,79,72,2013/7/4
4440,16242,25031,16,2013,7,5,6,1,83 ,71 ,78,72,2013/7/5
4441,15326,25031,16,2013,7,5,6,2,83 ,71 ,77,71,2013/7/5
4442,14717,25031,16,2013,7,5,6,3,83 ,71 ,76,71,2013/7/5
4443,14374,25031,16,2013,7,5,6,4,83 ,71 ,76,71,2013/7/5
4444,14343,25031,16,2013,7,5,6,5,83 ,71 ,76,70,2013/7/5
4445,14598,25031,16,2013,7,5,6,6,83 ,71 ,75,70,2013/7/5
4446,15871,25031,16,2013,7,5,6,7,83 ,71 ,75,70,2013/7/5
4447,17795,25031,16,2013,7,5,6,8,83 ,71 ,77,71,2013/7/5
4448,19638,25031,16,2013,7,5,6,9,83 ,71 ,80,71,2013/7/5
4449,21315,25031,16,2013,7,5,6,10,83 ,71 ,82,72,2013/7/5
4450,22692,25031,16,2013,7,5,6,11,83 ,71 ,85,72,2013/7/5
4451,23646,25031,16,2013,7,5,6,12,83 ,71 ,87,72,2013/7/5
4452,24279,25031,16,2013,7,5,6,13,83 ,71 ,88,71,2013/7/5
4453,24637,25031,16,2013,7,5,6,14,83 ,71 ,90,70,2013/7/5
4454,24803,25031,16,2013,7,5,6,15,83 ,71 ,91,70,2013/7/5
4455,24950,25031,16,2013,7,5,6,16,83 ,71 ,92,70,2013/7/5
4456,25031,25031,16,2013,7,5,6,17,83 ,71 ,91,70,2013/7/5
4457,24850,25031,16,2013,7,5,6,18,83 ,71 ,90,70,2013/7/5
4458,24177,25031,16,2013,7,5,6,19,83 ,71 ,89,70,2013/7/5
4459,23224,25031,16,2013,7,5,6,20,83 ,71 ,87,71,2013/7/5
4460,22646,25031,16,2013,7,5,6,21,83 ,71 ,84,71,2013/7/5
4461,21936,25031,16,2013,7,5,6,22,83 ,71 ,82,72,2013/7/5
4462,20325,25031,16,2013,7,5,6,23,83 ,71 ,81,72,2013/7/5
4463,18568,25031,16,2013,7,5,6,24,83 ,71 ,80,72,2013/7/5
4464,17084,23326,16,2013,7,6,7,1,83 ,70 ,79,72,2013/7/6
4465,16028,23326,16,2013,7,6,7,2,83 ,70 ,78,71,2013/7/6
4466,15330,23326,16,2013,7,6,7,3,83 ,70 ,78,71,2013/7/6
4467,14866,23326,16,2013,7,6,7,4,83 ,70 ,77,71,2013/7/6
4468,14667,23326,16,2013,7,6,7,5,83 ,70 ,77,71,2013/7/6
4469,14549,23326,16,2013,7,6,7,6,83 ,70 ,76,71,2013/7/6
4470,15261,23326,16,2013,7,6,7,7,83 ,70 ,76,71,2013/7/6
4471,16871,23326,16,2013,7,6,7,8,83 ,70 ,78,71,2013/7/6
4472,18811,23326,16,2013,7,6,7,9,83 ,70 ,80,71,2013/7/6
4473,20513,23326,16,2013,7,6,7,10,83 ,70 ,83,72,2013/7/6
4474,21740,23326,16,2013,7,6,7,11,83 ,70 ,85,71,2013/7/6
4475,22551,23326,16,2013,7,6,7,12,83 ,70 ,86,69,2013/7/6
4476,22976,23326,16,2013,7,6,7,13,83 ,70 ,88,70,2013/7/6
4477,23124,23326,16,2013,7,6,7,14,83 ,70 ,88,70,2013/7/6
4478,23192,23326,16,2013,7,6,7,15,83 ,70 ,90,69,2013/7/6
4479,23238,23326,16,2013,7,6,7,16,83 ,70 ,88,69,2013/7/6
4480,23326,23326,16,2013,7,6,7,17,83 ,70 ,89,69,2013/7/6
4481,23261,23326,16,2013,7,6,7,18,83 ,70 ,89,68,2013/7/6
4482,22879,23326,16,2013,7,6,7,19,83 ,70 ,88,68,2013/7/6
4483,22195,23326,16,2013,7,6,7,20,83 ,70 ,87,68,2013/7/6
4484,21676,23326,16,2013,7,6,7,21,83 ,70 ,85,68,2013/7/6
4485,21134,23326,16,2013,7,6,7,22,83 ,70 ,82,69,2013/7/6
4486,19682,23326,16,2013,7,6,7,23,83 ,70 ,80,68,2013/7/6
4487,17987,23326,16,2013,7,6,7,24,83 ,70 ,78,67,2013/7/6
4488,16481,23353,15,2013,7,7,1,1,80 ,69 ,77,66,2013/7/7
4489,15450,23353,15,2013,7,7,1,2,80 ,69 ,76,66,2013/7/7
4490,14751,23353,15,2013,7,7,1,3,80 ,69 ,75,67,2013/7/7
4491,14240,23353,15,2013,7,7,1,4,80 ,69 ,74,67,2013/7/7
4492,13953,23353,15,2013,7,7,1,5,80 ,69 ,74,66,2013/7/7
4493,13709,23353,15,2013,7,7,1,6,80 ,69 ,73,66,2013/7/7
4494,14156,23353,15,2013,7,7,1,7,80 ,69 ,74,67,2013/7/7
4495,15477,23353,15,2013,7,7,1,8,80 ,69 ,76,67,2013/7/7
4496,17229,23353,15,2013,7,7,1,9,80 ,69 ,79,68,2013/7/7
4497,19003,23353,15,2013,7,7,1,10,80 ,69 ,81,68,2013/7/7
4498,20531,23353,15,2013,7,7,1,11,80 ,69 ,83,68,2013/7/7
4499,21616,23353,15,2013,7,7,1,12,80 ,69 ,86,69,2013/7/7
4500,22346,23353,15,2013,7,7,1,13,80 ,69 ,86,70,2013/7/7
4501,22854,23353,15,2013,7,7,1,14,80 ,69 ,88,70,2013/7/7
4502,23210,23353,15,2013,7,7,1,15,80 ,69 ,90,70,2013/7/7
4503,23353,23353,15,2013,7,7,1,16,80 ,69 ,89,70,2013/7/7
4504,23121,23353,15,2013,7,7,1,17,80 ,69 ,87,70,2013/7/7
4505,22806,23353,15,2013,7,7,1,18,80 ,69 ,82,71,2013/7/7
4506,22348,23353,15,2013,7,7,1,19,80 ,69 ,79,70,2013/7/7
4507,21852,23353,15,2013,7,7,1,20,80 ,69 ,79,71,2013/7/7
4508,21661,23353,15,2013,7,7,1,21,80 ,69 ,78,71,2013/7/7
4509,21057,23353,15,2013,7,7,1,22,80 ,69 ,78,71,2013/7/7
4510,19426,23353,15,2013,7,7,1,23,80 ,69 ,77,71,2013/7/7
4511,17640,23353,15,2013,7,7,1,24,80 ,69 ,76,71,2013/7/7
4512,16322,24272,15,2013,7,8,2,1,77 ,68 ,75,72,2013/7/8
4513,15481,24272,15,2013,7,8,2,2,77 ,68 ,75,71,2013/7/8
4514,14954,24272,15,2013,7,8,2,3,77 ,68 ,75,72,2013/7/8
4515,14689,24272,15,2013,7,8,2,4,77 ,68 ,75,71,2013/7/8
4516,14773,24272,15,2013,7,8,2,5,77 ,68 ,74,70,2013/7/8
4517,15377,24272,15,2013,7,8,2,6,77 ,68 ,73,69,2013/7/8
4518,16947,24272,15,2013,7,8,2,7,77 ,68 ,73,69,2013/7/8
4519,18897,24272,15,2013,7,8,2,8,77 ,68 ,74,69,2013/7/8
4520,20412,24272,15,2013,7,8,2,9,77 ,68 ,76,69,2013/7/8
4521,21675,24272,15,2013,7,8,2,10,77 ,68 ,78,70,2013/7/8
4522,22664,24272,15,2013,7,8,2,11,77 ,68 ,80,70,2013/7/8
4523,23367,24272,15,2013,7,8,2,12,77 ,68 ,79,69,2013/7/8
4524,23770,24272,15,2013,7,8,2,13,77 ,68 ,80,68,2013/7/8
4525,24148,24272,15,2013,7,8,2,14,77 ,68 ,81,68,2013/7/8
4526,24219,24272,15,2013,7,8,2,15,77 ,68 ,83,67,2013/7/8
4527,24272,24272,15,2013,7,8,2,16,77 ,68 ,82,66,2013/7/8
4528,24191,24272,15,2013,7,8,2,17,77 ,68 ,82,66,2013/7/8
4529,23824,24272,15,2013,7,8,2,18,77 ,68 ,80,66,2013/7/8
4530,23023,24272,15,2013,7,8,2,19,77 ,68 ,79,67,2013/7/8
4531,22077,24272,15,2013,7,8,2,20,77 ,68 ,77,66,2013/7/8
4532,21505,24272,15,2013,7,8,2,21,77 ,68 ,75,66,2013/7/8
4533,20540,24272,15,2013,7,8,2,22,77 ,68 ,73,67,2013/7/8
4534,18544,24272,15,2013,7,8,2,23,77 ,68 ,71,66,2013/7/8
4535,16591,24272,15,2013,7,8,2,24,77 ,68 ,70,66,2013/7/8
4536,15213,20682,13,2013,7,9,3,1,71 ,66 ,70,66,2013/7/9
4537,14324,20682,13,2013,7,9,3,2,71 ,66 ,69,67,2013/7/9
4538,13790,20682,13,2013,7,9,3,3,71 ,66 ,68,66,2013/7/9
4539,13515,20682,13,2013,7,9,3,4,71 ,66 ,68,66,2013/7/9
4540,13603,20682,13,2013,7,9,3,5,71 ,66 ,68,66,2013/7/9
4541,14226,20682,13,2013,7,9,3,6,71 ,66 ,67,66,2013/7/9
4542,15586,20682,13,2013,7,9,3,7,71 ,66 ,67,66,2013/7/9
4543,17152,20682,13,2013,7,9,3,8,71 ,66 ,67,66,2013/7/9
4544,18151,20682,13,2013,7,9,3,9,71 ,66 ,69,66,2013/7/9
4545,18877,20682,13,2013,7,9,3,10,71 ,66 ,70,66,2013/7/9
4546,19626,20682,13,2013,7,9,3,11,71 ,66 ,71,66,2013/7/9
4547,20141,20682,13,2013,7,9,3,12,71 ,66 ,73,67,2013/7/9
4548,20445,20682,13,2013,7,9,3,13,71 ,66 ,73,66,2013/7/9
4549,20682,20682,13,2013,7,9,3,14,71 ,66 ,74,66,2013/7/9
4550,20673,20682,13,2013,7,9,3,15,71 ,66 ,74,66,2013/7/9
4551,20525,20682,13,2013,7,9,3,16,71 ,66 ,75,67,2013/7/9
4552,20504,20682,13,2013,7,9,3,17,71 ,66 ,75,67,2013/7/9
4553,20465,20682,13,2013,7,9,3,18,71 ,66 ,75,67,2013/7/9
4554,20051,20682,13,2013,7,9,3,19,71 ,66 ,75,66,2013/7/9
4555,19580,20682,13,2013,7,9,3,20,71 ,66 ,73,67,2013/7/9
4556,19506,20682,13,2013,7,9,3,21,71 ,66 ,73,67,2013/7/9
4557,18877,20682,13,2013,7,9,3,22,71 ,66 ,72,67,2013/7/9
4558,17237,20682,13,2013,7,9,3,23,71 ,66 ,71,67,2013/7/9
4559,15592,20682,13,2013,7,9,3,24,71 ,66 ,70,67,2013/7/9
4560,14367,22409,14,2013,7,10,4,1,74 ,70 ,70,67,2013/7/10
4561,13617,22409,14,2013,7,10,4,2,74 ,70 ,69,67,2013/7/10
4562,13183,22409,14,2013,7,10,4,3,74 ,70 ,69,67,2013/7/10
4563,13009,22409,14,2013,7,10,4,4,74 ,70 ,69,66,2013/7/10
4564,13206,22409,14,2013,7,10,4,5,74 ,70 ,69,67,2013/7/10
4565,13976,22409,14,2013,7,10,4,6,74 ,70 ,69,67,2013/7/10
4566,15455,22409,14,2013,7,10,4,7,74 ,70 ,69,67,2013/7/10
4567,17093,22409,14,2013,7,10,4,8,74 ,70 ,69,67,2013/7/10
4568,18176,22409,14,2013,7,10,4,9,74 ,70 ,70,68,2013/7/10
4569,19051,22409,14,2013,7,10,4,10,74 ,70 ,71,68,2013/7/10
4570,19988,22409,14,2013,7,10,4,11,74 ,70 ,73,70,2013/7/10
4571,20891,22409,14,2013,7,10,4,12,74 ,70 ,76,70,2013/7/10
4572,21602,22409,14,2013,7,10,4,13,74 ,70 ,79,71,2013/7/10
4573,22189,22409,14,2013,7,10,4,14,74 ,70 ,79,70,2013/7/10
4574,22409,22409,14,2013,7,10,4,15,74 ,70 ,80,71,2013/7/10
4575,22386,22409,14,2013,7,10,4,16,74 ,70 ,79,72,2013/7/10
4576,22269,22409,14,2013,7,10,4,17,74 ,70 ,79,72,2013/7/10
4577,22046,22409,14,2013,7,10,4,18,74 ,70 ,77,72,2013/7/10
4578,21581,22409,14,2013,7,10,4,19,74 ,70 ,76,72,2013/7/10
4579,21126,22409,14,2013,7,10,4,20,74 ,70 ,76,72,2013/7/10
4580,20971,22409,14,2013,7,10,4,21,74 ,70 ,75,72,2013/7/10
4581,20211,22409,14,2013,7,10,4,22,74 ,70 ,75,72,2013/7/10
4582,18503,22409,14,2013,7,10,4,23,74 ,70 ,74,72,2013/7/10
4583,16741,22409,14,2013,7,10,4,24,74 ,70 ,73,72,2013/7/10
4584,15451,21701,16,2013,7,11,5,1,76 ,69 ,74,71,2013/7/11
4585,14626,21701,16,2013,7,11,5,2,76 ,69 ,74,71,2013/7/11
4586,14126,21701,16,2013,7,11,5,3,76 ,69 ,73,71,2013/7/11
4587,13912,21701,16,2013,7,11,5,4,76 ,69 ,73,71,2013/7/11
4588,14074,21701,16,2013,7,11,5,5,76 ,69 ,72,71,2013/7/11
4589,14764,21701,16,2013,7,11,5,6,76 ,69 ,72,71,2013/7/11
4590,16349,21701,16,2013,7,11,5,7,76 ,69 ,73,71,2013/7/11
4591,18038,21701,16,2013,7,11,5,8,76 ,69 ,73,71,2013/7/11
4592,19085,21701,16,2013,7,11,5,9,76 ,69 ,74,71,2013/7/11
4593,19739,21701,16,2013,7,11,5,10,76 ,69 ,75,72,2013/7/11
4594,20128,21701,16,2013,7,11,5,11,76 ,69 ,75,72,2013/7/11
4595,20475,21701,16,2013,7,11,5,12,76 ,69 ,75,71,2013/7/11
4596,20836,21701,16,2013,7,11,5,13,76 ,69 ,77,70,2013/7/11
4597,21288,21701,16,2013,7,11,5,14,76 ,69 ,79,70,2013/7/11
4598,21550,21701,16,2013,7,11,5,15,76 ,69 ,79,69,2013/7/11
4599,21663,21701,16,2013,7,11,5,16,76 ,69 ,80,68,2013/7/11
4600,21701,21701,16,2013,7,11,5,17,76 ,69 ,81,67,2013/7/11
4601,21601,21701,16,2013,7,11,5,18,76 ,69 ,81,67,2013/7/11
4602,21122,21701,16,2013,7,11,5,19,76 ,69 ,80,67,2013/7/11
4603,20532,21701,16,2013,7,11,5,20,76 ,69 ,78,68,2013/7/11
4604,20272,21701,16,2013,7,11,5,21,76 ,69 ,77,67,2013/7/11
4605,19660,21701,16,2013,7,11,5,22,76 ,69 ,75,66,2013/7/11
4606,17907,21701,16,2013,7,11,5,23,76 ,69 ,74,66,2013/7/11
4607,16109,21701,16,2013,7,11,5,24,76 ,69 ,73,65,2013/7/11
4608,14666,19514,13,2013,7,12,6,1,72 ,60 ,71,65,2013/7/12
4609,13728,19514,13,2013,7,12,6,2,72 ,60 ,70,64,2013/7/12
4610,13157,19514,13,2013,7,12,6,3,72 ,60 ,69,63,2013/7/12
4611,12890,19514,13,2013,7,12,6,4,72 ,60 ,69,61,2013/7/12
4612,12932,19514,13,2013,7,12,6,5,72 ,60 ,68,61,2013/7/12
4613,13448,19514,13,2013,7,12,6,6,72 ,60 ,68,60,2013/7/12
4614,14712,19514,13,2013,7,12,6,7,72 ,60 ,68,59,2013/7/12
4615,16207,19514,13,2013,7,12,6,8,72 ,60 ,68,59,2013/7/12
4616,17226,19514,13,2013,7,12,6,9,72 ,60 ,70,59,2013/7/12
4617,18037,19514,13,2013,7,12,6,10,72 ,60 ,71,59,2013/7/12
4618,18603,19514,13,2013,7,12,6,11,72 ,60 ,73,60,2013/7/12
4619,19098,19514,13,2013,7,12,6,12,72 ,60 ,74,60,2013/7/12
4620,19236,19514,13,2013,7,12,6,13,72 ,60 ,75,60,2013/7/12
4621,19514,19514,13,2013,7,12,6,14,72 ,60 ,76,60,2013/7/12
4622,19506,19514,13,2013,7,12,6,15,72 ,60 ,76,61,2013/7/12
4623,19389,19514,13,2013,7,12,6,16,72 ,60 ,76,61,2013/7/12
4624,19185,19514,13,2013,7,12,6,17,72 ,60 ,76,61,2013/7/12
4625,18762,19514,13,2013,7,12,6,18,72 ,60 ,75,60,2013/7/12
4626,18022,19514,13,2013,7,12,6,19,72 ,60 ,74,60,2013/7/12
4627,17446,19514,13,2013,7,12,6,20,72 ,60 ,73,59,2013/7/12
4628,17328,19514,13,2013,7,12,6,21,72 ,60 ,71,59,2013/7/12
4629,16810,19514,13,2013,7,12,6,22,72 ,60 ,69,58,2013/7/12
4630,15539,19514,13,2013,7,12,6,23,72 ,60 ,68,58,2013/7/12
4631,14159,19514,13,2013,7,12,6,24,72 ,60 ,68,58,2013/7/12
4632,13045,17672,17,2013,7,13,7,1,70 ,64 ,67,58,2013/7/13
4633,12345,17672,17,2013,7,13,7,2,70 ,64 ,67,59,2013/7/13
4634,11915,17672,17,2013,7,13,7,3,70 ,64 ,65,60,2013/7/13
4635,11663,17672,17,2013,7,13,7,4,70 ,64 ,66,60,2013/7/13
4636,11629,17672,17,2013,7,13,7,5,70 ,64 ,66,60,2013/7/13
4637,11812,17672,17,2013,7,13,7,6,70 ,64 ,65,60,2013/7/13
4638,12358,17672,17,2013,7,13,7,7,70 ,64 ,65,61,2013/7/13
4639,13327,17672,17,2013,7,13,7,8,70 ,64 ,65,61,2013/7/13
4640,14465,17672,17,2013,7,13,7,9,70 ,64 ,66,62,2013/7/13
4641,15420,17672,17,2013,7,13,7,10,70 ,64 ,67,63,2013/7/13
4642,16100,17672,17,2013,7,13,7,11,70 ,64 ,68,63,2013/7/13
4643,16515,17672,17,2013,7,13,7,12,70 ,64 ,69,64,2013/7/13
4644,16794,17672,17,2013,7,13,7,13,70 ,64 ,71,65,2013/7/13
4645,16915,17672,17,2013,7,13,7,14,70 ,64 ,73,66,2013/7/13
4646,17075,17672,17,2013,7,13,7,15,70 ,64 ,74,66,2013/7/13
4647,17260,17672,17,2013,7,13,7,16,70 ,64 ,74,67,2013/7/13
4648,17489,17672,17,2013,7,13,7,17,70 ,64 ,75,67,2013/7/13
4649,17672,17672,17,2013,7,13,7,18,70 ,64 ,75,68,2013/7/13
4650,17625,17672,17,2013,7,13,7,19,70 ,64 ,75,68,2013/7/13
4651,17404,17672,17,2013,7,13,7,20,70 ,64 ,74,68,2013/7/13
4652,17503,17672,17,2013,7,13,7,21,70 ,64 ,73,69,2013/7/13
4653,17282,17672,17,2013,7,13,7,22,70 ,64 ,72,68,2013/7/13
4654,16275,17672,17,2013,7,13,7,23,70 ,64 ,72,69,2013/7/13
4655,15039,17672,17,2013,7,13,7,24,70 ,64 ,71,69,2013/7/13
4656,13985,22397,17,2013,7,14,1,1,79 ,70 ,72,69,2013/7/14
4657,13253,22397,17,2013,7,14,1,2,79 ,70 ,72,70,2013/7/14
4658,12783,22397,17,2013,7,14,1,3,79 ,70 ,72,70,2013/7/14
4659,12526,22397,17,2013,7,14,1,4,79 ,70 ,71,70,2013/7/14
4660,12440,22397,17,2013,7,14,1,5,79 ,70 ,71,69,2013/7/14
4661,12448,22397,17,2013,7,14,1,6,79 ,70 ,71,69,2013/7/14
4662,12855,22397,17,2013,7,14,1,7,79 ,70 ,71,69,2013/7/14
4663,14017,22397,17,2013,7,14,1,8,79 ,70 ,72,70,2013/7/14
4664,15745,22397,17,2013,7,14,1,9,79 ,70 ,75,71,2013/7/14
4665,17463,22397,17,2013,7,14,1,10,79 ,70 ,78,71,2013/7/14
4666,18928,22397,17,2013,7,14,1,11,79 ,70 ,82,71,2013/7/14
4667,20083,22397,17,2013,7,14,1,12,79 ,70 ,84,70,2013/7/14
4668,20862,22397,17,2013,7,14,1,13,79 ,70 ,85,70,2013/7/14
4669,21318,22397,17,2013,7,14,1,14,79 ,70 ,87,68,2013/7/14
4670,21651,22397,17,2013,7,14,1,15,79 ,70 ,87,68,2013/7/14
4671,21980,22397,17,2013,7,14,1,16,79 ,70 ,85,69,2013/7/14
4672,22240,22397,17,2013,7,14,1,17,79 ,70 ,86,69,2013/7/14
4673,22397,22397,17,2013,7,14,1,18,79 ,70 ,86,69,2013/7/14
4674,22236,22397,17,2013,7,14,1,19,79 ,70 ,86,69,2013/7/14
4675,21796,22397,17,2013,7,14,1,20,79 ,70 ,84,70,2013/7/14
4676,21663,22397,17,2013,7,14,1,21,79 ,70 ,82,71,2013/7/14
4677,21161,22397,17,2013,7,14,1,22,79 ,70 ,80,71,2013/7/14
4678,19467,22397,17,2013,7,14,1,23,79 ,70 ,79,71,2013/7/14
4679,17611,22397,17,2013,7,14,1,24,79 ,70 ,76,71,2013/7/14
4680,16236,26111,16,2013,7,15,2,1,82 ,69 ,77,71,2013/7/15
4681,15345,26111,16,2013,7,15,2,2,82 ,69 ,76,71,2013/7/15
4682,14773,26111,16,2013,7,15,2,3,82 ,69 ,75,71,2013/7/15
4683,14459,26111,16,2013,7,15,2,4,82 ,69 ,74,70,2013/7/15
4684,14555,26111,16,2013,7,15,2,5,82 ,69 ,74,70,2013/7/15
4685,15150,26111,16,2013,7,15,2,6,82 ,69 ,74,70,2013/7/15
4686,16808,26111,16,2013,7,15,2,7,82 ,69 ,74,70,2013/7/15
4687,18988,26111,16,2013,7,15,2,8,82 ,69 ,76,71,2013/7/15
4688,20824,26111,16,2013,7,15,2,9,82 ,69 ,80,71,2013/7/15
4689,22364,26111,16,2013,7,15,2,10,82 ,69 ,83,70,2013/7/15
4690,23763,26111,16,2013,7,15,2,11,82 ,69 ,85,69,2013/7/15
4691,24730,26111,16,2013,7,15,2,12,82 ,69 ,88,69,2013/7/15
4692,25363,26111,16,2013,7,15,2,13,82 ,69 ,88,68,2013/7/15
4693,25802,26111,16,2013,7,15,2,14,82 ,69 ,89,67,2013/7/15
4694,25992,26111,16,2013,7,15,2,15,82 ,69 ,89,66,2013/7/15
4695,26087,26111,16,2013,7,15,2,16,82 ,69 ,89,66,2013/7/15
4696,26111,26111,16,2013,7,15,2,17,82 ,69 ,90,66,2013/7/15
4697,25941,26111,16,2013,7,15,2,18,82 ,69 ,89,66,2013/7/15
4698,25442,26111,16,2013,7,15,2,19,82 ,69 ,88,67,2013/7/15
4699,24700,26111,16,2013,7,15,2,20,82 ,69 ,87,68,2013/7/15
4700,24208,26111,16,2013,7,15,2,21,82 ,69 ,84,69,2013/7/15
4701,23257,26111,16,2013,7,15,2,22,82 ,69 ,82,70,2013/7/15
4702,21052,26111,16,2013,7,15,2,23,82 ,69 ,80,69,2013/7/15
4703,18863,26111,16,2013,7,15,2,24,82 ,69 ,79,69,2013/7/15
4704,17247,26252,16,2013,7,16,3,1,82 ,67 ,79,69,2013/7/16
4705,16209,26252,16,2013,7,16,3,2,82 ,67 ,78,68,2013/7/16
4706,15428,26252,16,2013,7,16,3,3,82 ,67 ,77,66,2013/7/16
4707,15014,26252,16,2013,7,16,3,4,82 ,67 ,76,66,2013/7/16
4708,14988,26252,16,2013,7,16,3,5,82 ,67 ,74,66,2013/7/16
4709,15472,26252,16,2013,7,16,3,6,82 ,67 ,73,65,2013/7/16
4710,17013,26252,16,2013,7,16,3,7,82 ,67 ,73,65,2013/7/16
4711,19100,26252,16,2013,7,16,3,8,82 ,67 ,76,66,2013/7/16
4712,20753,26252,16,2013,7,16,3,9,82 ,67 ,79,66,2013/7/16
4713,22240,26252,16,2013,7,16,3,10,82 ,67 ,83,66,2013/7/16
4714,23632,26252,16,2013,7,16,3,11,82 ,67 ,85,67,2013/7/16
4715,24666,26252,16,2013,7,16,3,12,82 ,67 ,88,67,2013/7/16
4716,25353,26252,16,2013,7,16,3,13,82 ,67 ,89,67,2013/7/16
4717,25919,26252,16,2013,7,16,3,14,82 ,67 ,90,65,2013/7/16
4718,26116,26252,16,2013,7,16,3,15,82 ,67 ,88,66,2013/7/16
4719,26182,26252,16,2013,7,16,3,16,82 ,67 ,88,67,2013/7/16
4720,26252,26252,16,2013,7,16,3,17,82 ,67 ,89,66,2013/7/16
4721,26066,26252,16,2013,7,16,3,18,82 ,67 ,89,65,2013/7/16
4722,25453,26252,16,2013,7,16,3,19,82 ,67 ,88,66,2013/7/16
4723,24563,26252,16,2013,7,16,3,20,82 ,67 ,86,67,2013/7/16
4724,24035,26252,16,2013,7,16,3,21,82 ,67 ,83,68,2013/7/16
4725,23051,26252,16,2013,7,16,3,22,82 ,67 ,80,68,2013/7/16
4726,20872,26252,16,2013,7,16,3,23,82 ,67 ,80,67,2013/7/16
4727,18696,26252,16,2013,7,16,3,24,82 ,67 ,77,68,2013/7/16
4728,17034,26641,16,2013,7,17,4,1,82 ,68 ,77,67,2013/7/17
4729,16022,26641,16,2013,7,17,4,2,82 ,68 ,76,68,2013/7/17
4730,15346,26641,16,2013,7,17,4,3,82 ,68 ,75,68,2013/7/17
4731,14975,26641,16,2013,7,17,4,4,82 ,68 ,73,68,2013/7/17
4732,15003,26641,16,2013,7,17,4,5,82 ,68 ,73,67,2013/7/17
4733,15534,26641,16,2013,7,17,4,6,82 ,68 ,72,67,2013/7/17
4734,17117,26641,16,2013,7,17,4,7,82 ,68 ,73,67,2013/7/17
4735,19266,26641,16,2013,7,17,4,8,82 ,68 ,75,68,2013/7/17
4736,20974,26641,16,2013,7,17,4,9,82 ,68 ,79,69,2013/7/17
4737,22414,26641,16,2013,7,17,4,10,82 ,68 ,81,69,2013/7/17
4738,23791,26641,16,2013,7,17,4,11,82 ,68 ,83,69,2013/7/17
4739,24775,26641,16,2013,7,17,4,12,82 ,68 ,86,67,2013/7/17
4740,25516,26641,16,2013,7,17,4,13,82 ,68 ,88,68,2013/7/17
4741,26092,26641,16,2013,7,17,4,14,82 ,68 ,89,68,2013/7/17
4742,26376,26641,16,2013,7,17,4,15,82 ,68 ,90,68,2013/7/17
4743,26541,26641,16,2013,7,17,4,16,82 ,68 ,90,69,2013/7/17
4744,26641,26641,16,2013,7,17,4,17,82 ,68 ,90,68,2013/7/17
4745,26521,26641,16,2013,7,17,4,18,82 ,68 ,90,67,2013/7/17
4746,25913,26641,16,2013,7,17,4,19,82 ,68 ,89,68,2013/7/17
4747,25112,26641,16,2013,7,17,4,20,82 ,68 ,87,70,2013/7/17
4748,24718,26641,16,2013,7,17,4,21,82 ,68 ,84,70,2013/7/17
4749,23711,26641,16,2013,7,17,4,22,82 ,68 ,82,71,2013/7/17
4750,21592,26641,16,2013,7,17,4,23,82 ,68 ,81,71,2013/7/17
4751,19410,26641,16,2013,7,17,4,24,82 ,68 ,79,71,2013/7/17
4752,17911,26884,14,2013,7,18,5,1,83 ,70 ,79,71,2013/7/18
4753,16945,26884,14,2013,7,18,5,2,83 ,70 ,78,71,2013/7/18
4754,16331,26884,14,2013,7,18,5,3,83 ,70 ,77,70,2013/7/18
4755,15974,26884,14,2013,7,18,5,4,83 ,70 ,77,70,2013/7/18
4756,16018,26884,14,2013,7,18,5,5,83 ,70 ,76,70,2013/7/18
4757,16596,26884,14,2013,7,18,5,6,83 ,70 ,77,70,2013/7/18
4758,18221,26884,14,2013,7,18,5,7,83 ,70 ,76,70,2013/7/18
