SYSLoad,PkLoad,PkLoadPoint,Year,Month,Date,WeekDay,Hour,MeanDry,MeanDew,DryBulb,DewPnt,Date
15794,,,2013,10,9,4,20,,,54,44,2013/10/9
15197,,,2013,10,9,4,21,,,53,44,2013/10/9
14058,,,2013,10,9,4,22,,,51,44,2013/10/9
12591,,,2013,10,9,4,23,,,50,43,2013/10/9
11299,,,2013,10,9,4,24,,,48,43,2013/10/9
10472,,,2013,10,10,5,1,,,48,43,2013/10/10
10003,,,2013,10,10,5,2,,,47,43,2013/10/10
9781,,,2013,10,10,5,3,,,46,43,2013/10/10
9749,,,2013,10,10,5,4,,,45,43,2013/10/10
10029,,,2013,10,10,5,5,,,45,43,2013/10/10
11078,,,2013,10,10,5,6,,,45,43,2013/10/10
13080,,,2013,10,10,5,7,,,45,42,2013/10/10
14164,,,2013,10,10,5,8,,,45,42,2013/10/10
14465,,,2013,10,10,5,9,,,46,43,2013/10/10
14654,,,2013,10,10,5,10,,,49,44,2013/10/10
14873,,,2013,10,10,5,11,,,51,46,2013/10/10
14913,,,2013,10,10,5,12,,,54,47,2013/10/10
14866,,,2013,10,10,5,13,,,56,47,2013/10/10
14873,,,2013,10,10,5,14,,,58,47,2013/10/10
14762,,,2013,10,10,5,15,,,59,48,2013/10/10
14699,,,2013,10,10,5,16,,,59,48,2013/10/10
14784,,,2013,10,10,5,17,,,58,48,2013/10/10
15132,,,2013,10,10,5,18,,,58,48,2013/10/10
15916,,,2013,10,10,5,19,,,56,48,2013/10/10
15961,,,2013,10,10,5,20,,,55,48,2013/10/10
15318,,,2013,10,10,5,21,,,54,48,2013/10/10
14220,,,2013,10,10,5,22,,,54,49,2013/10/10
12801,,,2013,10,10,5,23,,,53,49,2013/10/10
11484,,,2013,10,10,5,24,,,53,48,2013/10/10
10578,,,2013,10,11,6,1,,,52,49,2013/10/11
10099,,,2013,10,11,6,2,,,52,48,2013/10/11
9821,,,2013,10,11,6,3,,,52,48,2013/10/11
9762,,,2013,10,11,6,4,,,51,47,2013/10/11
10019,,,2013,10,11,6,5,,,51,46,2013/10/11
10975,,,2013,10,11,6,6,,,50,46,2013/10/11
12852,,,2013,10,11,6,7,,,50,46,2013/10/11
13993,,,2013,10,11,6,8,,,50,47,2013/10/11
14371,,,2013,10,11,6,9,,,51,46,2013/10/11
14660,,,2013,10,11,6,10,,,54,47,2013/10/11
14914,,,2013,10,11,6,11,,,59,49,2013/10/11
15038,,,2013,10,11,6,12,,,62,51,2013/10/11
15017,,,2013,10,11,6,13,,,65,52,2013/10/11
15044,,,2013,10,11,6,14,,,67,52,2013/10/11
14885,,,2013,10,11,6,15,,,68,53,2013/10/11
14665,,,2013,10,11,6,16,,,68,52,2013/10/11
14570,,,2013,10,11,6,17,,,67,52,2013/10/11
14675,,,2013,10,11,6,18,,,66,49,2013/10/11
15256,,,2013,10,11,6,19,,,62,49,2013/10/11
15176,,,2013,10,11,6,20,,,60,46,2013/10/11
14598,,,2013,10,11,6,21,,,58,45,2013/10/11
13705,,,2013,10,11,6,22,,,56,46,2013/10/11
12563,,,2013,10,11,6,23,,,55,46,2013/10/11
11329,,,2013,10,11,6,24,,,54,45,2013/10/11
10461,,,2013,10,12,7,1,,,54,46,2013/10/12
9925,,,2013,10,12,7,2,,,53,47,2013/10/12
9636,,,2013,10,12,7,3,,,52,46,2013/10/12
9478,,,2013,10,12,7,4,,,51,45,2013/10/12
9541,,,2013,10,12,7,5,,,51,45,2013/10/12
9902,,,2013,10,12,7,6,,,51,46,2013/10/12
10618,,,2013,10,12,7,7,,,51,46,2013/10/12
11473,,,2013,10,12,7,8,,,51,47,2013/10/12
12461,,,2013,10,12,7,9,,,52,48,2013/10/12
13195,,,2013,10,12,7,10,,,55,50,2013/10/12
13528,,,2013,10,12,7,11,,,58,51,2013/10/12
13572,,,2013,10,12,7,12,,,60,52,2013/10/12
13546,,,2013,10,12,7,13,,,62,52,2013/10/12
13378,,,2013,10,12,7,14,,,61,53,2013/10/12
13231,,,2013,10,12,7,15,,,60,53,2013/10/12
13196,,,2013,10,12,7,16,,,60,53,2013/10/12
13389,,,2013,10,12,7,17,,,59,53,2013/10/12
13738,,,2013,10,12,7,18,,,58,52,2013/10/12
14368,,,2013,10,12,7,19,,,57,52,2013/10/12
14283,,,2013,10,12,7,20,,,56,51,2013/10/12
13752,,,2013,10,12,7,21,,,55,51,2013/10/12
13026,,,2013,10,12,7,22,,,55,50,2013/10/12
12105,,,2013,10,12,7,23,,,54,49,2013/10/12
11109,,,2013,10,12,7,24,,,54,49,2013/10/12
10297,,,2013,10,13,1,1,,,53,48,2013/10/13
9747,,,2013,10,13,1,2,,,53,48,2013/10/13
9450,,,2013,10,13,1,3,,,52,47,2013/10/13
9306,,,2013,10,13,1,4,,,51,47,2013/10/13
9310,,,2013,10,13,1,5,,,50,46,2013/10/13
9520,,,2013,10,13,1,6,,,49,46,2013/10/13
10027,,,2013,10,13,1,7,,,49,46,2013/10/13
10580,,,2013,10,13,1,8,,,48,45,2013/10/13
11550,,,2013,10,13,1,9,,,50,45,2013/10/13
12273,,,2013,10,13,1,10,,,53,46,2013/10/13
12630,,,2013,10,13,1,11,,,55,46,2013/10/13
12775,,,2013,10,13,1,12,,,57,46,2013/10/13
12780,,,2013,10,13,1,13,,,58,46,2013/10/13
12701,,,2013,10,13,1,14,,,59,46,2013/10/13
12601,,,2013,10,13,1,15,,,59,46,2013/10/13
12644,,,2013,10,13,1,16,,,59,46,2013/10/13
12936,,,2013,10,13,1,17,,,59,46,2013/10/13
13366,,,2013,10,13,1,18,,,58,46,2013/10/13
14255,,,2013,10,13,1,19,,,57,46,2013/10/13
14229,,,2013,10,13,1,20,,,54,46,2013/10/13
13783,,,2013,10,13,1,21,,,53,45,2013/10/13
12912,,,2013,10,13,1,22,,,52,45,2013/10/13
11887,,,2013,10,13,1,23,,,50,44,2013/10/13
10859,,,2013,10,13,1,24,,,49,44,2013/10/13
10121,,,2013,10,14,2,1,,,47,43,2013/10/14
9690,,,2013,10,14,2,2,,,46,42,2013/10/14
9490,,,2013,10,14,2,3,,,46,42,2013/10/14
9465,,,2013,10,14,2,4,,,44,41,2013/10/14
9718,,,2013,10,14,2,5,,,43,40,2013/10/14
10469,,,2013,10,14,2,6,,,42,40,2013/10/14
11751,,,2013,10,14,2,7,,,42,40,2013/10/14
12754,,,2013,10,14,2,8,,,42,40,2013/10/14
13607,,,2013,10,14,2,9,,,44,41,2013/10/14
14161,,,2013,10,14,2,10,,,48,44,2013/10/14
14438,,,2013,10,14,2,11,,,52,44,2013/10/14
14492,,,2013,10,14,2,12,,,54,44,2013/10/14
14421,,,2013,10,14,2,13,,,57,43,2013/10/14
14353,,,2013,10,14,2,14,,,59,43,2013/10/14
14245,,,2013,10,14,2,15,,,61,44,2013/10/14
14180,,,2013,10,14,2,16,,,61,44,2013/10/14
14383,,,2013,10,14,2,17,,,61,45,2013/10/14
14878,,,2013,10,14,2,18,,,60,45,2013/10/14
15759,,,2013,10,14,2,19,,,59,45,2013/10/14
15706,,,2013,10,14,2,20,,,56,45,2013/10/14
14997,,,2013,10,14,2,21,,,56,45,2013/10/14
13814,,,2013,10,14,2,22,,,54,45,2013/10/14
12402,,,2013,10,14,2,23,,,53,46,2013/10/14
11145,,,2013,10,14,2,24,,,53,46,2013/10/14
10346,,,2013,10,15,3,1,,,53,47,2013/10/15
9884,,,2013,10,15,3,2,,,52,48,2013/10/15
9650,,,2013,10,15,3,3,,,52,48,2013/10/15
9593,,,2013,10,15,3,4,,,52,48,2013/10/15
9902,,,2013,10,15,3,5,,,53,48,2013/10/15
10962,,,2013,10,15,3,6,,,52,48,2013/10/15
12948,,,2013,10,15,3,7,,,52,48,2013/10/15
14069,,,2013,10,15,3,8,,,53,48,2013/10/15
14401,,,2013,10,15,3,9,,,54,49,2013/10/15
14642,,,2013,10,15,3,10,,,56,49,2013/10/15
14909,,,2013,10,15,3,11,,,60,50,2013/10/15
15029,,,2013,10,15,3,12,,,61,50,2013/10/15
15014,,,2013,10,15,3,13,,,63,50,2013/10/15
15070,,,2013,10,15,3,14,,,64,50,2013/10/15
14939,,,2013,10,15,3,15,,,65,49,2013/10/15
14829,,,2013,10,15,3,16,,,66,49,2013/10/15
14911,,,2013,10,15,3,17,,,65,50,2013/10/15
15229,,,2013,10,15,3,18,,,64,50,2013/10/15
16058,,,2013,10,15,3,19,,,63,49,2013/10/15
15929,,,2013,10,15,3,20,,,60,50,2013/10/15
15241,,,2013,10,15,3,21,,,58,49,2013/10/15
14042,,,2013,10,15,3,22,,,57,48,2013/10/15
12542,,,2013,10,15,3,23,,,55,48,2013/10/15
11292,,,2013,10,15,3,24,,,54,49,2013/10/15
10430,,,2013,10,16,4,1,,,52,49,2013/10/16
9976,,,2013,10,16,4,2,,,52,49,2013/10/16
9749,,,2013,10,16,4,3,,,51,48,2013/10/16
9704,,,2013,10,16,4,4,,,51,49,2013/10/16
9994,,,2013,10,16,4,5,,,51,49,2013/10/16
11019,,,2013,10,16,4,6,,,51,49,2013/10/16
13039,,,2013,10,16,4,7,,,51,49,2013/10/16
14180,,,2013,10,16,4,8,,,51,49,2013/10/16
14522,,,2013,10,16,4,9,,,52,49,2013/10/16
14729,,,2013,10,16,4,10,,,53,50,2013/10/16
14907,,,2013,10,16,4,11,,,55,50,2013/10/16
14994,,,2013,10,16,4,12,,,57,50,2013/10/16
14951,,,2013,10,16,4,13,,,58,49,2013/10/16
14954,,,2013,10,16,4,14,,,59,49,2013/10/16
14869,,,2013,10,16,4,15,,,60,50,2013/10/16
14821,,,2013,10,16,4,16,,,60,50,2013/10/16
14957,,,2013,10,16,4,17,,,60,50,2013/10/16
15432,,,2013,10,16,4,18,,,59,51,2013/10/16
16184,,,2013,10,16,4,19,,,58,51,2013/10/16
16014,,,2013,10,16,4,20,,,57,51,2013/10/16
15306,,,2013,10,16,4,21,,,56,51,2013/10/16
14151,,,2013,10,16,4,22,,,55,51,2013/10/16
12680,,,2013,10,16,4,23,,,55,52,2013/10/16
11391,,,2013,10,16,4,24,,,55,52,2013/10/16
10515,,,2013,10,17,5,1,,,55,52,2013/10/17
10050,,,2013,10,17,5,2,,,55,52,2013/10/17
9774,,,2013,10,17,5,3,,,55,52,2013/10/17
9733,,,2013,10,17,5,4,,,55,53,2013/10/17
10024,,,2013,10,17,5,5,,,55,54,2013/10/17
11066,,,2013,10,17,5,6,,,55,54,2013/10/17
13100,,,2013,10,17,5,7,,,56,54,2013/10/17
14310,,,2013,10,17,5,8,,,56,55,2013/10/17
14670,,,2013,10,17,5,9,,,57,56,2013/10/17
14922,,,2013,10,17,5,10,,,59,57,2013/10/17
15200,,,2013,10,17,5,11,,,61,57,2013/10/17
15320,,,2013,10,17,5,12,,,64,57,2013/10/17
15261,,,2013,10,17,5,13,,,66,56,2013/10/17
15335,,,2013,10,17,5,14,,,68,55,2013/10/17
15257,,,2013,10,17,5,15,,,70,55,2013/10/17
15199,,,2013,10,17,5,16,,,71,54,2013/10/17
15215,,,2013,10,17,5,17,,,71,54,2013/10/17
15389,,,2013,10,17,5,18,,,70,55,2013/10/17
16193,,,2013,10,17,5,19,,,66,55,2013/10/17
16164,,,2013,10,17,5,20,,,63,56,2013/10/17
15490,,,2013,10,17,5,21,,,61,56,2013/10/17
14396,,,2013,10,17,5,22,,,60,56,2013/10/17
12972,,,2013,10,17,5,23,,,60,57,2013/10/17
11701,,,2013,10,17,5,24,,,59,57,2013/10/17
10790,,,2013,10,18,6,1,,,59,58,2013/10/18
10271,,,2013,10,18,6,2,,,59,58,2013/10/18
10007,,,2013,10,18,6,3,,,60,58,2013/10/18
9949,,,2013,10,18,6,4,,,60,59,2013/10/18
10207,,,2013,10,18,6,5,,,61,59,2013/10/18
11179,,,2013,10,18,6,6,,,61,59,2013/10/18
13078,,,2013,10,18,6,7,,,61,55,2013/10/18
14122,,,2013,10,18,6,8,,,59,53,2013/10/18
14476,,,2013,10,18,6,9,,,58,52,2013/10/18
14746,,,2013,10,18,6,10,,,60,50,2013/10/18
14977,,,2013,10,18,6,11,,,61,49,2013/10/18
15032,,,2013,10,18,6,12,,,63,47,2013/10/18
14949,,,2013,10,18,6,13,,,65,44,2013/10/18
14928,,,2013,10,18,6,14,,,65,44,2013/10/18
14765,,,2013,10,18,6,15,,,66,43,2013/10/18
14557,,,2013,10,18,6,16,,,65,43,2013/10/18
14492,,,2013,10,18,6,17,,,65,42,2013/10/18
14567,,,2013,10,18,6,18,,,64,41,2013/10/18
15205,,,2013,10,18,6,19,,,61,41,2013/10/18
15006,,,2013,10,18,6,20,,,58,41,2013/10/18
14377,,,2013,10,18,6,21,,,56,41,2013/10/18
13549,,,2013,10,18,6,22,,,55,41,2013/10/18
12429,,,2013,10,18,6,23,,,53,40,2013/10/18
11287,,,2013,10,18,6,24,,,53,39,2013/10/18
10395,,,2013,10,19,7,1,,,51,39,2013/10/19
9856,,,2013,10,19,7,2,,,50,38,2013/10/19
9580,,,2013,10,19,7,3,,,48,39,2013/10/19
9452,,,2013,10,19,7,4,,,47,38,2013/10/19
9548,,,2013,10,19,7,5,,,46,38,2013/10/19
9916,,,2013,10,19,7,6,,,46,38,2013/10/19
10703,,,2013,10,19,7,7,,,45,38,2013/10/19
11541,,,2013,10,19,7,8,,,44,38,2013/10/19
12474,,,2013,10,19,7,9,,,45,38,2013/10/19
13017,,,2013,10,19,7,10,,,51,42,2013/10/19
13247,,,2013,10,19,7,11,,,55,41,2013/10/19
13244,,,2013,10,19,7,12,,,59,41,2013/10/19
13131,,,2013,10,19,7,13,,,62,41,2013/10/19
12893,,,2013,10,19,7,14,,,64,40,2013/10/19
12566,,,2013,10,19,7,15,,,64,39,2013/10/19
12692,,,2013,10,19,7,16,,,63,40,2013/10/19
13006,,,2013,10,19,7,17,,,61,40,2013/10/19
13605,,,2013,10,19,7,18,,,60,42,2013/10/19
14340,,,2013,10,19,7,19,,,59,42,2013/10/19
14099,,,2013,10,19,7,20,,,58,43,2013/10/19
13583,,,2013,10,19,7,21,,,58,44,2013/10/19
12877,,,2013,10,19,7,22,,,57,45,2013/10/19
11987,,,2013,10,19,7,23,,,56,45,2013/10/19
11062,,,2013,10,19,7,24,,,56,46,2013/10/19
10322,,,2013,10,20,1,1,,,55,48,2013/10/20
9730,,,2013,10,20,1,2,,,54,49,2013/10/20
9419,,,2013,10,20,1,3,,,54,50,2013/10/20
9302,,,2013,10,20,1,4,,,53,50,2013/10/20
9295,,,2013,10,20,1,5,,,52,49,2013/10/20
9542,,,2013,10,20,1,6,,,52,48,2013/10/20
10086,,,2013,10,20,1,7,,,52,46,2013/10/20
10608,,,2013,10,20,1,8,,,49,42,2013/10/20
11507,,,2013,10,20,1,9,,,49,40,2013/10/20
12201,,,2013,10,20,1,10,,,51,38,2013/10/20
12543,,,2013,10,20,1,11,,,54,37,2013/10/20
12713,,,2013,10,20,1,12,,,56,35,2013/10/20
12797,,,2013,10,20,1,13,,,58,33,2013/10/20
12704,,,2013,10,20,1,14,,,60,32,2013/10/20
12601,,,2013,10,20,1,15,,,60,31,2013/10/20
12632,,,2013,10,20,1,16,,,61,30,2013/10/20
12913,,,2013,10,20,1,17,,,60,30,2013/10/20
13592,,,2013,10,20,1,18,,,59,29,2013/10/20
14694,,,2013,10,20,1,19,,,56,30,2013/10/20
14628,,,2013,10,20,1,20,,,54,31,2013/10/20
14018,,,2013,10,20,1,21,,,52,32,2013/10/20
12979,,,2013,10,20,1,22,,,48,33,2013/10/20
11794,,,2013,10,20,1,23,,,48,33,2013/10/20
10708,,,2013,10,20,1,24,,,47,34,2013/10/20
10013,,,2013,10,21,2,1,,,46,34,2013/10/21
9639,,,2013,10,21,2,2,,,45,34,2013/10/21
9492,,,2013,10,21,2,3,,,44,35,2013/10/21
9498,,,2013,10,21,2,4,,,44,35,2013/10/21
9850,,,2013,10,21,2,5,,,43,35,2013/10/21
10956,,,2013,10,21,2,6,,,43,35,2013/10/21
13103,,,2013,10,21,2,7,,,41,34,2013/10/21
14277,,,2013,10,21,2,8,,,42,35,2013/10/21
14492,,,2013,10,21,2,9,,,43,36,2013/10/21
14606,,,2013,10,21,2,10,,,48,38,2013/10/21
14773,,,2013,10,21,2,11,,,53,38,2013/10/21
14820,,,2013,10,21,2,12,,,58,38,2013/10/21
14752,,,2013,10,21,2,13,,,61,38,2013/10/21
14737,,,2013,10,21,2,14,,,63,38,2013/10/21
14599,,,2013,10,21,2,15,,,65,36,2013/10/21
14514,,,2013,10,21,2,16,,,65,36,2013/10/21
14623,,,2013,10,21,2,17,,,65,37,2013/10/21
15120,,,2013,10,21,2,18,,,62,40,2013/10/21
16112,,,2013,10,21,2,19,,,59,41,2013/10/21
15936,,,2013,10,21,2,20,,,58,39,2013/10/21
15182,,,2013,10,21,2,21,,,55,40,2013/10/21
14016,,,2013,10,21,2,22,,,54,41,2013/10/21
12526,,,2013,10,21,2,23,,,54,42,2013/10/21
11253,,,2013,10,21,2,24,,,52,43,2013/10/21
10424,,,2013,10,22,3,1,,,51,43,2013/10/22
9976,,,2013,10,22,3,2,,,50,42,2013/10/22
9725,,,2013,10,22,3,3,,,49,42,2013/10/22
9697,,,2013,10,22,3,4,,,49,43,2013/10/22
9978,,,2013,10,22,3,5,,,47,42,2013/10/22
11066,,,2013,10,22,3,6,,,46,42,2013/10/22
13153,,,2013,10,22,3,7,,,47,43,2013/10/22
14227,,,2013,10,22,3,8,,,46,43,2013/10/22
14461,,,2013,10,22,3,9,,,47,45,2013/10/22
14570,,,2013,10,22,3,10,,,53,48,2013/10/22
14898,,,2013,10,22,3,11,,,56,49,2013/10/22
14981,,,2013,10,22,3,12,,,61,49,2013/10/22
14964,,,2013,10,22,3,13,,,62,47,2013/10/22
14960,,,2013,10,22,3,14,,,63,46,2013/10/22
14870,,,2013,10,22,3,15,,,64,46,2013/10/22
14832,,,2013,10,22,3,16,,,63,45,2013/10/22
14996,,,2013,10,22,3,17,,,61,45,2013/10/22
15526,,,2013,10,22,3,18,,,60,46,2013/10/22
16218,,,2013,10,22,3,19,,,58,46,2013/10/22
15940,,,2013,10,22,3,20,,,55,44,2013/10/22
15201,,,2013,10,22,3,21,,,52,42,2013/10/22
14025,,,2013,10,22,3,22,,,51,40,2013/10/22
12549,,,2013,10,22,3,23,,,49,38,2013/10/22
11339,,,2013,10,22,3,24,,,48,37,2013/10/22
10453,,,2013,10,23,4,1,,,46,35,2013/10/23
10075,,,2013,10,23,4,2,,,45,34,2013/10/23
9873,,,2013,10,23,4,3,,,42,34,2013/10/23
9861,,,2013,10,23,4,4,,,41,33,2013/10/23
10122,,,2013,10,23,4,5,,,41,33,2013/10/23
11330,,,2013,10,23,4,6,,,40,32,2013/10/23
13490,,,2013,10,23,4,7,,,40,32,2013/10/23
14590,,,2013,10,23,4,8,,,40,31,2013/10/23
14694,,,2013,10,23,4,9,,,41,33,2013/10/23
14819,,,2013,10,23,4,10,,,43,33,2013/10/23
14991,,,2013,10,23,4,11,,,46,33,2013/10/23
15020,,,2013,10,23,4,12,,,48,32,2013/10/23
14933,,,2013,10,23,4,13,,,49,32,2013/10/23
14854,,,2013,10,23,4,14,,,49,32,2013/10/23
14730,,,2013,10,23,4,15,,,50,30,2013/10/23
14717,,,2013,10,23,4,16,,,50,30,2013/10/23
14987,,,2013,10,23,4,17,,,50,31,2013/10/23
15668,,,2013,10,23,4,18,,,50,30,2013/10/23
16435,,,2013,10,23,4,19,,,48,32,2013/10/23
16228,,,2013,10,23,4,20,,,47,32,2013/10/23
15511,,,2013,10,23,4,21,,,46,32,2013/10/23
14432,,,2013,10,23,4,22,,,46,33,2013/10/23
13021,,,2013,10,23,4,23,,,46,33,2013/10/23
11702,,,2013,10,23,4,24,,,46,33,2013/10/23
10794,,,2013,10,24,5,1,,,46,33,2013/10/24
10304,,,2013,10,24,5,2,,,45,33,2013/10/24
10094,,,2013,10,24,5,3,,,43,33,2013/10/24
10057,,,2013,10,24,5,4,,,42,32,2013/10/24
10389,,,2013,10,24,5,5,,,41,32,2013/10/24
11525,,,2013,10,24,5,6,,,40,32,2013/10/24
13675,,,2013,10,24,5,7,,,39,31,2013/10/24
14768,,,2013,10,24,5,8,,,38,30,2013/10/24
14907,,,2013,10,24,5,9,,,38,31,2013/10/24
14895,,,2013,10,24,5,10,,,42,30,2013/10/24
14931,,,2013,10,24,5,11,,,45,29,2013/10/24
14885,,,2013,10,24,5,12,,,48,28,2013/10/24
14749,,,2013,10,24,5,13,,,49,26,2013/10/24
14671,,,2013,10,24,5,14,,,50,25,2013/10/24
14513,,,2013,10,24,5,15,,,51,24,2013/10/24
14427,,,2013,10,24,5,16,,,51,24,2013/10/24
14632,,,2013,10,24,5,17,,,51,23,2013/10/24
15272,,,2013,10,24,5,18,,,50,22,2013/10/24
16298,,,2013,10,24,5,19,,,48,23,2013/10/24
16223,,,2013,10,24,5,20,,,46,24,2013/10/24
15622,,,2013,10,24,5,21,,,45,25,2013/10/24
14577,,,2013,10,24,5,22,,,44,26,2013/10/24
13195,,,2013,10,24,5,23,,,43,26,2013/10/24
11877,,,2013,10,24,5,24,,,43,26,2013/10/24
10970,,,2013,10,25,6,1,,,41,27,2013/10/25
10499,,,2013,10,25,6,2,,,40,27,2013/10/25
10283,,,2013,10,25,6,3,,,39,28,2013/10/25
10266,,,2013,10,25,6,4,,,38,28,2013/10/25
10600,,,2013,10,25,6,5,,,36,28,2013/10/25
11689,,,2013,10,25,6,6,,,36,29,2013/10/25
13794,,,2013,10,25,6,7,,,35,29,2013/10/25
14914,,,2013,10,25,6,8,,,36,29,2013/10/25
15073,,,2013,10,25,6,9,,,37,30,2013/10/25
15075,,,2013,10,25,6,10,,,41,31,2013/10/25
15124,,,2013,10,25,6,11,,,45,30,2013/10/25
15108,,,2013,10,25,6,12,,,45,28,2013/10/25
14953,,,2013,10,25,6,13,,,45,27,2013/10/25
14836,,,2013,10,25,6,14,,,47,26,2013/10/25
14591,,,2013,10,25,6,15,,,47,25,2013/10/25
14391,,,2013,10,25,6,16,,,48,25,2013/10/25
14482,,,2013,10,25,6,17,,,48,24,2013/10/25
14996,,,2013,10,25,6,18,,,48,25,2013/10/25
15892,,,2013,10,25,6,19,,,45,25,2013/10/25
15676,,,2013,10,25,6,20,,,43,25,2013/10/25
15183,,,2013,10,25,6,21,,,41,25,2013/10/25
14393,,,2013,10,25,6,22,,,40,26,2013/10/25
13305,,,2013,10,25,6,23,,,38,26,2013/10/25
12115,,,2013,10,25,6,24,,,37,27,2013/10/25
11271,,,2013,10,26,7,1,,,36,27,2013/10/26
10780,,,2013,10,26,7,2,,,35,27,2013/10/26
10525,,,2013,10,26,7,3,,,35,28,2013/10/26
10435,,,2013,10,26,7,4,,,34,28,2013/10/26
10547,,,2013,10,26,7,5,,,34,28,2013/10/26
10966,,,2013,10,26,7,6,,,33,28,2013/10/26
11810,,,2013,10,26,7,7,,,33,28,2013/10/26
12718,,,2013,10,26,7,8,,,33,28,2013/10/26
13614,,,2013,10,26,7,9,,,34,29,2013/10/26
14031,,,2013,10,26,7,10,,,39,32,2013/10/26
14075,,,2013,10,26,7,11,,,44,32,2013/10/26
13941,,,2013,10,26,7,12,,,48,30,2013/10/26
13719,,,2013,10,26,7,13,,,50,27,2013/10/26
13450,,,2013,10,26,7,14,,,51,25,2013/10/26
13217,,,2013,10,26,7,15,,,52,24,2013/10/26
13122,,,2013,10,26,7,16,,,53,24,2013/10/26
13363,,,2013,10,26,7,17,,,53,25,2013/10/26
14040,,,2013,10,26,7,18,,,51,27,2013/10/26
14945,,,2013,10,26,7,19,,,50,28,2013/10/26
14716,,,2013,10,26,7,20,,,48,29,2013/10/26
14183,,,2013,10,26,7,21,,,48,30,2013/10/26
13468,,,2013,10,26,7,22,,,48,31,2013/10/26
12569,,,2013,10,26,7,23,,,48,31,2013/10/26
11607,,,2013,10,26,7,24,,,48,31,2013/10/26
10759,,,2013,10,27,1,1,,,48,32,2013/10/27
10180,,,2013,10,27,1,2,,,48,32,2013/10/27
9865,,,2013,10,27,1,3,,,47,32,2013/10/27
9736,,,2013,10,27,1,4,,,47,32,2013/10/27
9731,,,2013,10,27,1,5,,,46,33,2013/10/27
10001,,,2013,10,27,1,6,,,46,33,2013/10/27
10576,,,2013,10,27,1,7,,,44,34,2013/10/27
11265,,,2013,10,27,1,8,,,42,34,2013/10/27
12109,,,2013,10,27,1,9,,,42,34,2013/10/27
12720,,,2013,10,27,1,10,,,46,35,2013/10/27
13016,,,2013,10,27,1,11,,,49,33,2013/10/27
13138,,,2013,10,27,1,12,,,51,33,2013/10/27
13157,,,2013,10,27,1,13,,,52,31,2013/10/27
13083,,,2013,10,27,1,14,,,53,30,2013/10/27
13002,,,2013,10,27,1,15,,,53,30,2013/10/27
12999,,,2013,10,27,1,16,,,53,29,2013/10/27
13399,,,2013,10,27,1,17,,,53,28,2013/10/27
14221,,,2013,10,27,1,18,,,52,27,2013/10/27
15302,,,2013,10,27,1,19,,,49,27,2013/10/27
15119,,,2013,10,27,1,20,,,47,27,2013/10/27
14529,,,2013,10,27,1,21,,,45,28,2013/10/27
13511,,,2013,10,27,1,22,,,43,29,2013/10/27
12402,,,2013,10,27,1,23,,,40,29,2013/10/27
11387,,,2013,10,27,1,24,,,41,29,2013/10/27
10610,,,2013,10,28,2,1,,,40,29,2013/10/28
10226,,,2013,10,28,2,2,,,39,29,2013/10/28
10083,,,2013,10,28,2,3,,,36,29,2013/10/28
10113,,,2013,10,28,2,4,,,36,29,2013/10/28
10483,,,2013,10,28,2,5,,,37,29,2013/10/28
11676,,,2013,10,28,2,6,,,36,29,2013/10/28
13881,,,2013,10,28,2,7,,,35,29,2013/10/28
15079,,,2013,10,28,2,8,,,34,29,2013/10/28
15232,,,2013,10,28,2,9,,,36,30,2013/10/28
15201,,,2013,10,28,2,10,,,41,32,2013/10/28
15222,,,2013,10,28,2,11,,,47,31,2013/10/28
15160,,,2013,10,28,2,12,,,51,30,2013/10/28
15000,,,2013,10,28,2,13,,,54,31,2013/10/28
14936,,,2013,10,28,2,14,,,56,31,2013/10/28
14779,,,2013,10,28,2,15,,,57,31,2013/10/28
14655,,,2013,10,28,2,16,,,56,32,2013/10/28
14867,,,2013,10,28,2,17,,,55,31,2013/10/28
15613,,,2013,10,28,2,18,,,54,29,2013/10/28
16660,,,2013,10,28,2,19,,,51,30,2013/10/28
16399,,,2013,10,28,2,20,,,48,29,2013/10/28
15678,,,2013,10,28,2,21,,,46,28,2013/10/28
14556,,,2013,10,28,2,22,,,45,28,2013/10/28
13195,,,2013,10,28,2,23,,,42,26,2013/10/28
11924,,,2013,10,28,2,24,,,40,25,2013/10/28
11063,,,2013,10,29,3,1,,,38,24,2013/10/29
10629,,,2013,10,29,3,2,,,36,23,2013/10/29
10464,,,2013,10,29,3,3,,,35,23,2013/10/29
10460,,,2013,10,29,3,4,,,34,23,2013/10/29
10821,,,2013,10,29,3,5,,,34,22,2013/10/29
11980,,,2013,10,29,3,6,,,34,22,2013/10/29
14190,,,2013,10,29,3,7,,,33,22,2013/10/29
15399,,,2013,10,29,3,8,,,33,22,2013/10/29
15484,,,2013,10,29,3,9,,,33,22,2013/10/29
15420,,,2013,10,29,3,10,,,36,23,2013/10/29
15243,,,2013,10,29,3,11,,,39,23,2013/10/29
15187,,,2013,10,29,3,12,,,43,23,2013/10/29
14985,,,2013,10,29,3,13,,,45,23,2013/10/29
14844,,,2013,10,29,3,14,,,46,23,2013/10/29
14653,,,2013,10,29,3,15,,,47,22,2013/10/29
14572,,,2013,10,29,3,16,,,47,22,2013/10/29
14823,,,2013,10,29,3,17,,,47,22,2013/10/29
15678,,,2013,10,29,3,18,,,46,22,2013/10/29
16823,,,2013,10,29,3,19,,,43,22,2013/10/29
