OBSPWR,4HR_FCSTPWR,OBS_DIFF,4HR_DIFF,4HR_ERROR,DIFF_ERROR
1336.5,1249.1,128.9,11.9,-87.4,-117
1345.8,1198,9.3,-51.1,-147.8,-60.4
1425.4,1164.1,79.6,-33.9,-261.3,-113.5
1410.7,1134.1,-14.7,-30,-276.6,-15.3
1422.7,1147.4,12,13.3,-275.3,1.3
1267.9,1108.3,-154.8,-39.1,-159.6,115.7
1137.6,1050.9,-130.3,-57.4,-86.7,72.9
994.3,996.2,-143.3,-54.7,1.9,88.6
795.3,883.5,-199,-112.7,88.2,86.3
662.7,823.5,-132.6,-60,160.8,72.6
605.8,748.6,-56.9,-74.9,142.8,-18
575.9,673.4,-29.9,-75.2,97.5,-45.3
590.7,674.6,14.8,1.2,83.9,-13.6
420.9,613.1,-169.8,-61.5,192.2,108.3
342,590.1,-78.9,-23,248.1,55.9
311.3,599,-30.7,8.9,287.7,39.6
341.7,610.6,30.4,11.6,268.9,-18.8
412.6,664.8,70.9,54.2,252.2,-16.7
511.6,704.8,99,40,193.2,-59
505.6,708.2,-6,3.4,202.6,9.4
412.6,657.6,-93,-50.6,245,42.4
337.8,634.2,-74.8,-23.4,296.4,51.4
321.1,616.8,-16.7,-17.4,295.7,-0.7
287.9,591.2,-33.2,-25.6,303.3,7.6
239,508.8,-48.9,-82.4,269.8,-33.5
261.7,458.2,22.7,-50.6,196.5,-73.3
307.5,423.2,45.8,-35,115.7,-80.8
318.4,403.9,10.9,-19.3,85.5,-30.2
413.1,409,94.7,5.1,-4.1,-89.6
480.5,415.8,67.4,6.8,-64.7,-60.6
325.4,403,-155.1,-12.8,77.6,142.3
275.9,375.6,-49.5,-27.4,99.7,22.1
310.2,349.1,34.3,-26.5,38.9,-60.8
302.7,334.5,-7.5,-14.6,31.8,-7.1
245.5,321.4,-57.2,-13.1,75.9,44.1
176.7,286.9,-68.8,-34.5,110.2,34.3
127.7,282,-49,-4.9,154.3,44.1
217.8,307.3,90.1,25.3,89.5,-64.8
219,307.4,1.2,0.1,88.4,-1.1
190.9,316.4,-28.1,9,125.5,37.1
192,337.3,1.1,20.9,145.3,19.8
188,339.3,-4,2,151.3,6
176.2,336.9,-11.8,-2.4,160.7,9.4
208.7,338,32.5,1.1,129.3,-31.4
311.1,366.9,102.4,28.9,55.8,-73.5
440.3,411.5,129.2,44.6,-28.8,-84.6
516.8,443.6,76.5,32.1,-73.2,-44.4
545.1,475.4,28.3,31.8,-69.7,3.5
582.5,512.6,37.4,37.2,-69.9,-0.2
436.4,483.9,-146.1,-28.7,47.5,117.4
203.3,427.1,-233.1,-56.8,223.8,176.3
182.3,356.8,-21,-70.3,174.5,-49.3
250.4,343.5,68.1,-13.3,93.1,-81.4
339.6,372.2,89.2,28.7,32.6,-60.5
437.4,388.7,97.8,16.5,-48.7,-81.3
409.2,366.7,-28.2,-22,-42.5,6.2
461.2,353.1,52,-13.6,-108.1,-65.6
440.7,366.3,-20.5,13.2,-74.4,33.7
380.6,346.7,-60.1,-19.6,-33.9,40.5
302.3,314.1,-78.3,-32.6,11.8,45.7
283.1,334,-19.2,19.9,50.9,39.1
204.3,318.9,-78.8,-15.1,114.6,63.7
111,305.5,-93.3,-13.4,194.5,79.9
124.4,282.6,13.4,-22.9,158.2,-36.3
236,309.6,111.6,27,73.6,-84.6
459.1,442.4,223.1,132.8,-16.7,-90.3
784.8,603.5,325.7,161.1,-181.3,-164.6
1009.7,742.9,224.9,139.4,-266.8,-85.5
1061.7,850,52,107.1,-211.7,55.1
1113.3,935.4,51.6,85.4,-177.9,33.8
1122.6,995.3,9.3,59.9,-127.3,50.6
1179.2,1033.5,56.6,38.2,-145.7,-18.4
1194.5,1063.7,15.3,30.2,-130.8,14.9
1126.6,1000.8,-67.9,-62.9,-125.8,5
1169.3,963.4,42.7,-37.4,-205.9,-80.1
1150.3,922.6,-19,-40.8,-227.7,-21.8
1070.3,924.3,-80,1.7,-146,81.7
1047.7,924.7,-22.6,0.4,-123,23
1083.1,886.8,35.4,-37.9,-196.3,-73.3
976.8,852.5,-106.3,-34.3,-124.3,72
824,775.2,-152.8,-77.3,-48.8,75.5
644.9,679.5,-179.1,-95.7,34.6,83.4
475.7,620.1,-169.2,-59.4,144.4,109.8
334.9,522.1,-140.8,-98,187.2,42.8
226.7,461.9,-108.2,-60.2,235.2,48
262.5,439.5,35.8,-22.4,177,-58.2
373.5,460.4,111,20.9,86.9,-90.1
706.4,556.6,332.9,96.2,-149.8,-236.7
891.6,645,185.2,88.4,-246.6,-96.8
962.7,747.5,71.1,102.5,-215.2,31.4
1070.5,902.6,107.8,155.1,-167.9,47.3
1202.8,989,132.3,86.4,-213.8,-45.9
1246.9,1025.3,44.1,36.3,-221.6,-7.8
1379.8,1114.5,132.9,89.2,-265.3,-43.7
1486.1,1193.3,106.3,78.8,-292.8,-27.5
1512.4,1238.7,26.3,45.4,-273.7,19.1
1510.5,1305,-1.9,66.3,-205.5,68.2
1523.6,1263.4,13.1,-41.6,-260.2,-54.7
1541.7,1234.8,18.1,-28.6,-306.9,-46.7
1477.1,1198.7,-64.6,-36.1,-278.4,28.5
1406.3,1205.2,-70.8,6.5,-201.1,77.3
1388.5,1197.9,-17.8,-7.3,-190.6,10.5
1310.1,1138.9,-78.4,-59,-171.2,19.4
1189.2,1086.2,-120.9,-52.7,-103,68.2
913.8,931.1,-275.4,-155.1,17.3,120.3
762.3,865.7,-151.5,-65.4,103.4,86.1
711.7,776,-50.6,-89.7,64.3,-39.1
740.2,717.5,28.5,-58.5,-22.7,-87
758.1,697,17.9,-20.5,-61.1,-38.4
973.2,762.6,215.1,65.6,-210.6,-149.5
1136,849.5,162.8,86.9,-286.5,-75.9
1166.4,944.4,30.4,94.9,-222,64.5
1187.5,1008.8,21.1,64.4,-178.7,43.3
1382.6,1181.9,195.1,173.1,-200.7,-22
1511,1342.3,128.4,160.4,-168.7,32
1546.7,1393.1,35.7,50.8,-153.6,15.1
1567.4,1405.8,20.7,12.7,-161.6,-8
1598.2,1477.3,30.8,71.5,-120.9,40.7
1623.9,1481.3,25.7,4,-142.6,-21.7
1623.8,1483.5,-0.1,2.2,-140.3,2.3
1599.4,1531.2,-24.4,47.7,-68.2,72.1
1613.2,1460.5,13.8,-70.7,-152.7,-84.5
1593.9,1394.8,-19.3,-65.7,-199.1,-46.4
1569.1,1337.2,-24.8,-57.6,-231.9,-32.8
1546.2,1299.7,-22.9,-37.5,-246.5,-14.6
1267.1,1195.1,-279.1,-104.6,-72,174.5
1139,1107.3,-128.1,-87.8,-31.7,40.3
1198.2,1065.3,59.2,-42,-132.9,-101.2
1226.9,998.3,28.7,-67,-228.6,-95.7
1010,932.4,-216.9,-65.9,-77.6,151
907.3,845,-102.7,-87.4,-62.3,15.3
798.5,775.9,-108.8,-69.1,-22.6,39.7
755.3,747,-43.2,-28.9,-8.3,14.3
513.9,685.8,-241.4,-61.2,171.9,180.2
434.5,665.7,-79.4,-20.1,231.2,59.3
380.4,659.2,-54.1,-6.5,278.8,47.6
460.4,672.2,80,13,211.8,-67
684.1,804,223.7,131.8,119.9,-91.9
985.1,926.5,301,122.5,-58.6,-178.5
1074.1,964.2,89,37.7,-109.9,-51.3
1156.2,1026.5,82.1,62.3,-129.7,-19.8
1023.1,1039.8,-133.1,13.3,16.7,146.4
1058.6,1045.9,35.5,6.1,-12.7,-29.4
1056.2,1040.1,-2.4,-5.8,-16.1,-3.4
949,991.8,-107.2,-48.3,42.8,58.9
956,943,7,-48.8,-13,-55.8
990.5,882.5,34.5,-60.5,-108,-95
909.4,876,-81.1,-6.5,-33.4,74.6
840.8,835.3,-68.6,-40.7,-5.5,27.9
908.8,825.6,68,-9.7,-83.2,-77.7
792.9,770.4,-115.9,-55.2,-22.5,60.7
667.2,711.1,-125.7,-59.3,43.9,66.4
495.2,593.5,-172,-117.6,98.3,54.4
414.2,534.2,-81,-59.3,120,21.7
380.6,475,-33.6,-59.2,94.4,-25.6
321.3,408.6,-59.3,-66.4,87.3,-7.1
301.4,415.5,-19.9,6.9,114.1,26.8
234.4,374.7,-67,-40.8,140.3,26.2
202.8,361.3,-31.6,-13.4,158.5,18.2
225.7,366.3,22.9,5,140.6,-17.9
226.2,364.7,0.5,-1.6,138.5,-2.1
375.8,442,149.6,77.3,66.2,-72.3
355,448.3,-20.8,6.3,93.3,27.1
501.9,495.2,146.9,46.9,-6.7,-100
581.8,526.6,79.9,31.4,-55.2,-48.5
779.2,627.2,197.4,100.6,-152,-96.8
982.3,700.8,203.1,73.6,-281.5,-129.5
1202.9,798.7,220.6,97.9,-404.2,-122.7
1225.6,865.4,22.7,66.7,-360.2,44
870.6,772.4,-355,-93,-98.2,262
808.6,742.2,-62,-30.2,-66.4,31.8
802.4,702.1,-6.2,-40.1,-100.3,-33.9
668.3,672.1,-134.1,-30,3.8,104.1
608.2,641.3,-60.1,-30.8,33.1,29.3
590.3,606.1,-17.9,-35.2,15.8,-17.3
544,561.5,-46.3,-44.6,17.5,1.7
502.4,503,-41.6,-58.5,0.6,-16.9
448.8,475.1,-53.6,-27.9,26.3,25.7
503,470.7,54.2,-4.4,-32.3,-58.6
573.2,453,70.2,-17.7,-120.2,-87.9
773.1,517.4,199.9,64.4,-255.7,-135.5
888.6,556.5,115.5,39.1,-332.1,-76.4
1132.5,664.2,243.9,107.7,-468.3,-136.2
1276.9,780.5,144.4,116.3,-496.4,-28.1
1264.5,862.8,-12.4,82.3,-401.7,94.7
1254.5,1006.7,-10,143.9,-247.8,153.9
1349.5,1183.1,95,176.4,-166.4,81.4
1528.2,1293.7,178.7,110.6,-234.5,-68.1
1606.9,1343.6,78.7,49.9,-263.3,-28.8
1639.3,1425.2,32.4,81.6,-214.1,49.2
1647.5,1479.4,8.2,54.2,-168.1,46
1652.9,1532.7,5.4,53.3,-120.2,47.9
1652.4,1538.2,-0.5,5.5,-114.2,6
1642.1,1482.7,-10.3,-55.5,-159.4,-45.2
1625.2,1443.2,-16.9,-39.5,-182,-22.6
1580.7,1402.1,-44.5,-41.1,-178.6,3.4
1543.8,1364.5,-36.9,-37.6,-179.3,-0.7
1534,1335,-9.8,-29.5,-199,-19.7
1563.2,1270.7,29.2,-64.3,-292.5,-93.5
1477.9,1221.7,-85.3,-49,-256.2,36.3
1306.3,1130.1,-171.6,-91.6,-176.2,80
1168.5,1036.5,-137.8,-93.6,-132,44.2
1102.2,968.5,-66.3,-68,-133.7,-1.7
1006.4,896.2,-95.8,-72.3,-110.2,23.5
977.7,874.8,-28.7,-21.4,-102.9,7.3
1078.2,884.1,100.5,9.3,-194.1,-91.2
1098.3,926.1,20.1,42,-172.2,21.9
1163.6,986.6,65.3,60.5,-177,-4.8
1223.2,1049,59.6,62.4,-174.2,2.8
1400.4,1211,177.2,162,-189.4,-15.2
1474.9,1350.3,74.5,139.3,-124.6,64.8
1403.9,1388.6,-71,38.3,-15.3,109.3
1481.1,1434.4,77.2,45.8,-46.7,-31.4
1448.2,1444.7,-32.9,10.3,-3.5,43.2
1469.8,1483.1,21.6,38.4,13.3,16.8
1480.9,1463.9,11.1,-19.2,-17,-30.3
1492.7,1458.9,11.8,-5,-33.8,-16.8
1428.2,1365.2,-64.5,-93.7,-63,-29.2
1319.1,1309.8,-109.1,-55.4,-9.3,53.7
1343.8,1278,24.7,-31.8,-65.8,-56.5
1253.2,1217,-90.6,-61,-36.2,29.6
1146.1,1159.8,-107.1,-57.2,13.7,49.9
957.4,1055.5,-188.7,-104.3,98.1,84.4
515.6,894.8,-441.8,-160.7,379.2,281.1
428.1,768.4,-87.5,-126.4,340.3,-38.9
332.2,634.7,-95.9,-133.7,302.5,-37.8
328.7,581.6,-3.5,-53.1,252.9,-49.6
333.2,532.6,4.5,-49,199.4,-53.5
278.7,477.3,-54.5,-55.3,198.6,-0.8
430.2,507.4,151.5,30.1,77.2,-121.4
632.5,548.1,202.3,40.7,-84.4,-161.6
926.8,658.1,294.3,110,-268.7,-184.3
1343.1,831,416.3,172.9,-512.1,-243.4
1364.6,967.2,21.5,136.2,-397.4,114.7
1318.3,1115.9,-46.3,148.7,-202.4,195
1186.4,1112.9,-131.9,-3,-73.5,128.9
1229.4,1163.6,43,50.7,-65.8,7.7
1279.1,1208.1,49.7,44.5,-71,-5.2
1084.6,1198.9,-194.5,-9.2,114.3,185.3
885.3,1108.6,-199.3,-90.3,223.3,109
793.7,1059.5,-91.6,-49.1,265.8,42.5
808.4,957.1,14.7,-102.4,148.7,-117.1
940.7,918.5,132.3,-38.6,-22.2,-170.9
1142.9,925.5,202.2,7,-217.4,-195.2
1182.5,955.6,39.6,30.1,-226.9,-9.5
1065.1,941.9,-117.4,-13.7,-123.2,103.7
923,851.9,-142.1,-90,-71.1,52.1
706.1,752.4,-216.9,-99.5,46.3,117.4
575.1,680.7,-131,-71.7,105.6,59.3
547.8,617.2,-27.3,-63.5,69.4,-36.2
555.4,580.1,7.6,-37.1,24.7,-44.7
558.2,520.6,2.8,-59.5,-37.6,-62.3
648.5,527.9,90.3,7.3,-120.6,-83
668.6,549.9,20.1,22,-118.7,1.9
1003.3,664.6,334.7,114.7,-338.7,-220
1354.5,851.5,351.2,186.9,-503,-164.3
1509.1,1014,154.6,162.5,-495.1,7.9
1536.8,1186.2,27.7,172.2,-350.6,144.5
1533.4,1312.3,-3.4,126.1,-221.1,129.5
1547.2,1371.1,13.8,58.8,-176.1,45
1575.7,1436.8,28.5,65.7,-138.9,37.2
1592.3,1459.1,16.6,22.3,-133.2,5.7
1549.8,1466.2,-42.5,7.1,-83.6,49.6
1541.3,1492,-8.5,25.8,-49.3,34.3
1528.6,1471.8,-12.7,-20.2,-56.8,-7.5
1435,1368.7,-93.6,-103.1,-66.3,-9.5
1404.3,1316.7,-30.7,-52,-87.6,-21.3
1469.3,1300.7,65,-16,-168.6,-81
1466.7,1295.3,-2.6,-5.4,-171.4,-2.8
1459.3,1251.4,-7.4,-43.9,-207.9,-36.5
1421.2,1196.5,-38.1,-54.9,-224.7,-16.8
1193.9,1067.2,-227.3,-129.3,-126.7,98
1095.8,988,-98.1,-79.2,-107.8,18.9
1057.8,911.6,-38,-76.4,-146.2,-38.4
1072,881.1,14.2,-30.5,-190.9,-44.7
1087.6,825.6,15.6,-55.5,-262,-71.1
1109.8,824.2,22.2,-1.4,-285.6,-23.6
1240.7,873.4,130.9,49.2,-367.3,-81.7
1379.7,1020.3,139,146.9,-359.4,7.9
1557.2,1161.2,177.5,140.9,-396,-36.6
1636,1281.7,78.8,120.5,-354.3,41.7
1643.9,1428.8,7.9,147.1,-215.1,139.2
1608,1509,-35.9,80.2,-99,116.1
1582.5,1523.5,-25.5,14.5,-59,40
1600.1,1545.2,17.6,21.7,-54.9,4.1
1606.8,1553.6,6.7,8.4,-53.2,1.7
1601,1576.2,-5.8,22.6,-24.8,28.4
1624.3,1563.9,23.3,-12.3,-60.4,-35.6
1603.3,1544.2,-21,-19.7,-59.1,1.3
1637.7,1472.4,34.4,-71.8,-165.3,-106.2
1646.3,1449.2,8.6,-23.2,-197.1,-31.8
1651.6,1476.7,5.3,27.5,-174.9,22.2
1645.1,1454.5,-6.5,-22.2,-190.6,-15.7
1635.8,1452.9,-9.3,-1.6,-182.9,7.7
1636.1,1414.1,0.3,-38.8,-222,-39.1
1629.8,1333,-6.3,-81.1,-296.8,-74.8
1613,1268.5,-16.8,-64.5,-344.5,-47.7
1593,1187.9,-20,-80.6,-405.1,-60.6
1570.2,1151.1,-22.8,-36.8,-419.1,-14
1566.7,1135,-3.5,-16.1,-431.7,-12.6
1582.4,1140.3,15.7,5.3,-442.1,-10.4
1574.3,1220.4,-8.1,80.1,-353.9,88.2
1617.3,1331.1,43,110.7,-286.2,67.7
1648.3,1438.7,31,107.6,-209.6,76.6
1654.6,1500,6.3,61.3,-154.6,55
1657.9,1573.9,3.3,73.9,-84,70.6
1658.9,1633,1,59.1,-25.9,58.1
1640.4,1614.2,-18.5,-18.8,-26.2,-0.3
1557.3,1601.3,-83.1,-12.9,44,70.2
1562.7,1598.6,5.4,-2.7,35.9,-8.1
1612.5,1591.8,49.8,-6.8,-20.7,-56.6
1630.3,1562.2,17.8,-29.6,-68.1,-47.4
1652.4,1596.2,22.1,34,-56.2,11.9
1640.6,1547.5,-11.8,-48.7,-93.1,-36.9
1652.7,1533.9,12.1,-13.6,-118.8,-25.7
1644.1,1529.9,-8.6,-4,-114.2,4.6
1649.9,1493.5,5.8,-36.4,-156.4,-42.2
1652.3,1468.2,2.4,-25.3,-184.1,-27.7
1633.1,1404.3,-19.2,-63.9,-228.8,-44.7
1601.1,1333.9,-32,-70.4,-267.2,-38.4
1620.6,1258.2,19.5,-75.7,-362.4,-95.2
1590.1,1200.3,-30.5,-57.9,-389.8,-27.4
1511.7,1161.1,-78.4,-39.2,-350.6,39.2
1443.2,1120.8,-68.5,-40.3,-322.4,28.2
1484.8,1161,41.6,40.2,-323.8,-1.4
1265.6,1154.2,-219.2,-6.8,-111.4,212.4
1139.2,1220.3,-126.4,66.1,81.1,192.5
1132.3,1217.5,-6.9,-2.8,85.2,4.1
1111.8,1206.5,-20.5,-11,94.7,9.5
1218.4,1269.7,106.6,63.2,51.3,-43.4
1348,1336,129.6,66.3,-12,-63.3
1387.5,1340.1,39.5,4.1,-47.4,-35.4
1425.7,1395.7,38.2,55.6,-30,17.4
1445.9,1412.6,20.2,16.9,-33.3,-3.3
1449.3,1431,3.4,18.4,-18.3,15
1553.1,1483.7,103.8,52.7,-69.4,-51.1
1523.4,1467.8,-29.7,-15.9,-55.6,13.8
1541.3,1423,17.9,-44.8,-118.3,-62.7
1468.7,1347.3,-72.6,-75.7,-121.4,-3.1
1338.6,1315.6,-130.1,-31.7,-23,98.4
1315.4,1323.2,-23.2,7.6,7.8,30.8
1442.7,1292.8,127.3,-30.4,-149.9,-157.7
1363.9,1221.2,-78.8,-71.6,-142.7,7.2
1275.4,1136.2,-88.5,-85,-139.2,3.5
1159.1,1070.4,-116.3,-65.8,-88.7,50.5
999.5,982.8,-159.6,-87.6,-16.7,72
922.4,910.6,-77.1,-72.2,-11.8,4.9
829.2,826.5,-93.2,-84.1,-2.7,9.1
647.4,767.8,-181.8,-58.7,120.4,123.1
685.7,750.2,38.3,-17.6,64.5,-55.9
627.7,780.7,-58,30.5,153,88.5
589.6,799.1,-38.1,18.4,209.5,56.5
687.4,820.3,97.8,21.2,132.9,-76.6
490.8,817.3,-196.6,-3,326.5,193.6
552.1,819.3,61.3,2,267.2,-59.3
766.8,841.8,214.7,22.5,75,-192.2
759.9,860.4,-6.9,18.6,100.5,25.5
1012.3,949.6,252.4,89.2,-62.7,-163.2
1108.1,976.3,95.8,26.7,-131.8,-69.1
1229.2,1050.6,121.1,74.3,-178.6,-46.8
1182.8,1082.2,-46.4,31.6,-100.6,78
1112.6,1052.5,-70.2,-29.7,-60.1,40.5
1218.1,1060.7,105.5,8.2,-157.4,-97.3
1332.1,1080.8,114,20.1,-251.3,-93.9
1224.1,1102.1,-108,21.3,-122,129.3
970.3,995.6,-253.8,-106.5,25.3,147.3
791.4,920.2,-178.9,-75.4,128.8,103.5
600.7,839.2,-190.7,-81,238.5,109.7
395.7,715.5,-205,-123.7,319.8,81.3
293.8,592.9,-101.9,-122.6,299.1,-20.7
255.4,536.8,-38.4,-56.1,281.4,-17.7
162.7,491.2,-92.7,-45.6,328.5,47.1
130.2,424.1,-32.5,-67.1,293.9,-34.6
149,409.4,18.8,-14.7,260.4,-33.5
120.3,431.3,-28.7,21.9,311,50.6
129.2,434.7,8.9,3.4,305.5,-5.5
117.8,441.8,-11.4,7.1,324,18.5
173.4,439.4,55.6,-2.4,266,-58
363.4,505.2,190,65.8,141.8,-124.2
565.9,590.1,202.5,84.9,24.2,-117.6
642.6,624,76.7,33.9,-18.6,-42.8
697.4,687.4,54.8,63.4,-10,8.6
760.7,755.9,63.3,68.5,-4.8,5.2
780.8,800.9,20.1,45,20.1,24.9
710.4,787.3,-70.4,-13.6,76.9,56.8
562,701.7,-148.4,-85.6,139.7,62.8
443.6,636.5,-118.4,-65.2,192.9,53.2
370.6,588.2,-73,-48.3,217.6,24.7
247,523.8,-123.6,-64.4,276.8,59.2
261.4,485.5,14.4,-38.3,224.1,-52.7
269.1,452.7,7.7,-32.8,183.6,-40.5
248.4,413.8,-20.7,-38.9,165.4,-18.2
215.8,340.5,-32.6,-73.3,124.7,-40.7
169.9,290.9,-45.9,-49.6,121,-3.7
121.4,259.6,-48.5,-31.3,138.2,17.2
72,221.3,-49.4,-38.3,149.3,11.1
80,191.3,8,-30,111.3,-38
75.2,202,-4.8,10.7,126.8,15.5
94.5,221,19.3,19,126.5,-0.3
172.9,258.2,78.4,37.2,85.3,-41.2
382.1,347.4,209.2,89.2,-34.7,-120
616.6,473.1,234.5,125.7,-143.5,-108.8
873.1,640.1,256.5,167,-233,-89.5
970.1,708.1,97,68,-262,-29
1021.7,796.5,51.6,88.4,-225.2,36.8
1020,850.4,-1.7,53.9,-169.6,55.6
1010.2,880,-9.8,29.6,-130.2,39.4
1000.5,916.4,-9.7,36.4,-84.1,46.1
946.2,917.9,-54.3,1.5,-28.3,55.8
887.6,895.5,-58.6,-22.4,7.9,36.2
913.2,854.3,25.6,-41.2,-58.9,-66.8
1012.2,907.2,99,52.9,-105,-46.1
944.4,866.6,-67.8,-40.6,-77.8,27.2
859.4,826.5,-85,-40.1,-32.9,44.9
831.8,789.2,-27.6,-37.3,-42.6,-9.7
870.6,753,38.8,-36.2,-117.6,-75
791,701.8,-79.6,-51.2,-89.2,28.4
698,608.2,-93,-93.6,-89.8,-0.6
689.2,601,-8.8,-7.2,-88.2,1.6
779,599.9,89.8,-1.1,-179.1,-90.9
833.4,642,54.4,42.1,-191.4,-12.3
901,695.9,67.6,53.9,-205.1,-13.7
981.3,771.3,80.3,75.4,-210,-4.9
1046.4,821.8,65.1,50.5,-224.6,-14.6
1010.6,905.8,-35.8,84,-104.8,119.8
1160.6,1049.2,150,143.4,-111.4,-6.6
1301.9,1164.2,141.3,115,-137.7,-26.3
1381.8,1221.1,79.9,56.9,-160.7,-23
1423,1276.7,41.2,55.6,-146.3,14.4
1470.8,1362.9,47.8,86.2,-107.9,38.4
1571.9,1420.2,101.1,57.3,-151.7,-43.8
1628.6,1492.2,56.7,72,-136.4,15.3
1638.5,1516.9,9.9,24.7,-121.6,14.8
1527.9,1448,-110.6,-68.9,-79.9,41.7
1405.3,1352.7,-122.6,-95.3,-52.6,27.3
1395.9,1342.8,-9.4,-9.9,-53.1,-0.5
1462.7,1370,66.8,27.2,-92.7,-39.6
1549.7,1352.9,87,-17.1,-196.8,-104.1
1485.5,1262.7,-64.2,-90.2,-222.8,-26
1337,1142.4,-148.5,-120.3,-194.6,28.2
1134.3,1006.2,-202.7,-136.2,-128.1,66.5
924.2,903.9,-210.1,-102.3,-20.3,107.8
776.5,847,-147.7,-56.9,70.5,90.8
594.4,777.1,-182.1,-69.9,182.7,112.2
516.2,751.6,-78.2,-25.5,235.4,52.7
390.1,663,-126.1,-88.6,272.9,37.5
375.3,692.9,-14.8,29.9,317.6,44.7
483.8,710.5,108.5,17.6,226.7,-90.9
602.2,771.6,118.4,61.1,169.4,-57.3
692.3,814.5,90.1,42.9,122.2,-47.2
813.3,901.9,121,87.4,88.6,-33.6
925,938.9,111.7,37,13.9,-74.7
1140.4,1018,215.4,79.1,-122.4,-136.3
1364.9,1137.2,224.5,119.2,-227.7,-105.3
1232.6,1140.3,-132.3,3.1,-92.3,135.4
1169.6,1141.6,-63,1.3,-28,64.3
1182.5,1159.9,12.9,18.3,-22.6,5.4
1282.4,1152.3,99.9,-7.6,-130.1,-107.5
1330.4,1180,48,27.7,-150.4,-20.3
1295,1133.8,-35.4,-46.2,-161.2,-10.8
1185.1,1106.8,-109.9,-27,-78.3,82.9
1065.2,1080.6,-119.9,-26.2,15.4,93.7
1102.8,1008.1,37.6,-72.5,-94.7,-110.1
1034.1,921.6,-68.7,-86.5,-112.5,-17.8
891.5,828.1,-142.6,-93.5,-63.4,49.1
740.4,754.9,-151.1,-73.2,14.5,77.9
584,676,-156.4,-78.9,92,77.5
521.5,591.4,-62.5,-84.6,69.9,-22.1
475.7,561.5,-45.8,-29.9,85.8,15.9
516.2,566.1,40.5,4.6,49.9,-35.9
685.8,634.5,169.6,68.4,-51.3,-101.2
840.4,731.5,154.6,97,-108.9,-57.6
949.2,815,108.8,83.5,-134.2,-25.3
1146.1,954.3,196.9,139.3,-191.8,-57.6
1295.8,1105.4,149.7,151.1,-190.4,1.4
1468.4,1218.5,172.6,113.1,-249.9,-59.5
1333,1255.9,-135.4,37.4,-77.1,172.8
1359.5,1336.3,26.5,80.4,-23.2,53.9
1537.6,1399.5,178.1,63.2,-138.1,-114.9
1504.9,1431.2,-32.7,31.7,-73.7,64.4
1485.7,1433.8,-19.2,2.6,-51.9,21.8
1245.4,1332.7,-240.3,-101.1,87.3,139.2
1179.8,1265.6,-65.6,-67.1,85.8,-1.5
1130.9,1218.5,-48.9,-47.1,87.6,1.8
1211.8,1215.4,80.9,-3.1,3.6,-84
1457.7,1265.5,245.9,50.1,-192.2,-195.8
1364.5,1242.6,-93.2,-22.9,-121.9,70.3
1280,1149.5,-84.5,-93.1,-130.5,-8.6
1075.1,1008.3,-204.9,-141.2,-66.8,63.7
960.3,934.7,-114.8,-73.6,-25.6,41.2
785.6,843.1,-174.7,-91.6,57.5,83.1
674.3,764.7,-111.3,-78.4,90.4,32.9
688.2,735,13.9,-29.7,46.8,-43.6
826.5,718.8,138.3,-16.2,-107.7,-154.5
1006.5,837.5,180,118.7,-169,-61.3
1066.5,946.8,60,109.3,-119.7,49.3
1040.5,1021.8,-26,75,-18.7,101
1212.5,1133,172,111.2,-79.5,-60.8
1266.2,1197.9,53.7,64.9,-68.3,11.2
1133,1184.7,-133.2,-13.2,51.7,120
1134,1198.2,1,13.5,64.2,12.5
1069.8,1171.7,-64.2,-26.5,101.9,37.7
857.4,1144.5,-212.4,-27.2,287.1,185.2
862.5,1111,5.1,-33.5,248.5,-38.6
996.9,1091.6,134.4,-19.4,94.7,-153.8
1186.3,1113.3,189.4,21.7,-73,-167.7
1293.1,1151,106.8,37.7,-142.1,-69.1
1224.8,1146,-68.3,-5,-78.8,63.3
1263.1,1182.4,38.3,36.4,-80.7,-1.9
1290.2,1191.5,27.1,9.1,-98.7,-18
1226.2,1168.5,-64,-23,-57.7,41
958,1000.7,-268.2,-167.8,42.7,100.4
623.5,839.9,-334.5,-160.8,216.4,173.7
508.8,731.4,-114.7,-108.5,222.6,6.2
442.7,652.8,-66.1,-78.6,210.1,-12.5
327.7,577.7,-115,-75.1,250,39.9
174.1,526.4,-153.6,-51.3,352.3,102.3
154.8,479,-19.3,-47.4,324.2,-28.1
190.4,477.8,35.6,-1.2,287.4,-36.8
182.8,461.9,-7.6,-15.9,279.1,-8.3
307.1,473.5,124.3,11.6,166.4,-112.7
507.2,585,200.1,111.5,77.8,-88.6
395.4,571.7,-111.8,-13.3,176.3,98.5
270,519.2,-125.4,-52.5,249.2,72.9
332.5,516.8,62.5,-2.4,184.3,-64.9
389.4,521.9,56.9,5.1,132.5,-51.8
267.7,471.1,-121.7,-50.8,203.4,70.9
304.1,464.3,36.4,-6.8,160.2,-43.2
358.8,448.3,54.7,-16,89.5,-70.7
398.7,432.9,39.9,-15.4,34.2,-55.3
381.9,437.9,-16.8,5,56,21.8
327,408.4,-54.9,-29.5,81.4,25.4
435.1,414.5,108.1,6.1,-20.6,-102
556.6,485.7,121.5,71.2,-70.9,-50.3
563.2,502.9,6.6,17.2,-60.3,10.6
579.2,493.9,16,-9,-85.3,-25
628.2,500.3,49,6.4,-127.9,-42.6
656.1,490.1,27.9,-10.2,-166,-38.1
