OBSPWR,4HR_FCSTPWR,OBS_DIFF,4HR_DIFF,4HR_ERROR,DIFF_ERROR
753.7,521.5,97.6,31.4,-232.2,-66.2
709.9,500.3,-43.8,-21.2,-209.6,22.6
613.5,486.7,-96.4,-13.6,-126.8,82.8
528.3,495.4,-85.2,8.7,-32.9,93.9
524.1,523.2,-4.2,27.8,-0.9,32
465.9,549.7,-58.2,26.5,83.8,84.7
358.3,535.1,-107.6,-14.6,176.8,93
272,503.9,-86.3,-31.2,231.9,55.1
209.5,475.5,-62.5,-28.4,266,34.1
187.6,438.1,-21.9,-37.4,250.5,-15.5
193.5,380.6,5.9,-57.5,187.1,-63.4
264,397.3,70.5,16.7,133.3,-53.8
350.6,425.7,86.6,28.4,75.1,-58.2
432.7,429.1,82.1,3.4,-3.6,-78.7
466.8,476.2,34.1,47.1,9.4,13
423.3,447.4,-43.5,-28.8,24.1,14.7
293,409.2,-130.3,-38.2,116.2,92.1
242.5,394.4,-50.5,-14.8,151.9,35.7
205,363.9,-37.5,-30.5,158.9,7
157.8,348.6,-47.2,-15.3,190.8,31.9
149,326.9,-8.8,-21.7,177.9,-12.9
189.5,302.7,40.5,-24.2,113.2,-64.7
239,298.7,49.5,-4,59.7,-53.5
261.8,293.4,22.8,-5.3,31.6,-28.1
352.5,311.3,90.7,17.9,-41.2,-72.8
354.2,300.6,1.7,-10.7,-53.6,-12.4
374.8,303.7,20.6,3.1,-71.1,-17.5
345.9,327.5,-28.9,23.8,-18.4,52.7
268.7,343.1,-77.2,15.6,74.4,92.8
347.9,384.5,79.2,41.4,36.6,-37.8
475.6,451.9,127.7,67.4,-23.7,-60.3
465.4,517.1,-10.2,65.2,51.7,75.4
410.7,549,-54.7,31.9,138.3,86.6
341,558.8,-69.7,9.8,217.8,79.5
239.6,503.8,-101.4,-55,264.2,46.4
256,482.1,16.4,-21.7,226.1,-38.1
290.3,482.8,34.3,0.7,192.5,-33.6
262.3,476.4,-28,-6.4,214.1,21.6
340.6,484.8,78.3,8.4,144.2,-69.9
187.6,416.1,-153,-68.7,228.5,84.3
106.3,414.6,-81.3,-1.5,308.3,79.8
50.7,331.9,-55.6,-82.7,281.2,-27.1
61.9,323.5,11.2,-8.4,261.6,-19.6
80.1,308.5,18.2,-15,228.4,-33.2
101.1,311.8,21,3.3,210.7,-17.7
63.2,261.8,-37.9,-50,198.6,-12.1
138.3,262.1,75.1,0.3,123.8,-74.8
69.1,224.2,-69.2,-37.9,155.1,31.3
60.5,201.6,-8.6,-22.6,141.1,-14
47.7,180.1,-12.8,-21.5,132.4,-8.7
39.2,178.5,-8.5,-1.6,139.3,6.9
79.8,181.5,40.6,3,101.7,-37.6
221.1,223,141.3,41.5,1.9,-99.8
259.9,273.3,38.8,50.3,13.4,11.5
234.6,299.2,-25.3,25.9,64.6,51.2
269.2,336.9,34.6,37.7,67.7,3.1
297.7,379.6,28.5,42.7,81.9,14.2
302.2,369.1,4.5,-10.5,66.9,-15
327.4,382.3,25.2,13.2,54.9,-12
358.1,432.6,30.7,50.3,74.5,19.6
407.5,443.9,49.4,11.3,36.4,-38.1
552.4,496.2,144.9,52.3,-56.2,-92.6
639.5,522.8,87.1,26.6,-116.7,-60.5
905.9,637.1,266.4,114.3,-268.8,-152.1
932.7,679.1,26.8,42,-253.6,15.2
807.6,697.2,-125.1,18.1,-110.4,143.2
681.4,673.5,-126.2,-23.7,-7.9,102.5
610.5,681.4,-70.9,7.9,70.9,78.8
638.2,623.4,27.7,-58,-14.8,-85.7
619.4,582.7,-18.8,-40.7,-36.7,-21.9
458.8,497.7,-160.6,-85,38.9,75.6
381.5,449.1,-77.3,-48.6,67.6,28.7
307.1,403.9,-74.4,-45.2,96.8,29.2
261,373.7,-46.1,-30.2,112.7,15.9
247.5,358.6,-13.5,-15.1,111.1,-1.6
300.1,366.2,52.6,7.6,66.1,-45
453.2,422.3,153.1,56.1,-30.9,-97
646,513.8,192.8,91.5,-132.2,-101.3
829.8,612.1,183.8,98.3,-217.7,-85.5
1111.6,797.2,281.8,185.1,-314.4,-96.7
1185,940.6,73.4,143.4,-244.4,70
1195.5,1009.8,10.5,69.2,-185.7,58.7
1272.3,1083.9,76.8,74.1,-188.4,-2.7
1396.7,1177.2,124.4,93.3,-219.5,-31.1
1480.6,1226,83.9,48.8,-254.6,-35.1
1451.2,1258.1,-29.4,32.1,-193.1,61.5
1367.4,1248.3,-83.8,-9.8,-119.1,74
1355.6,1247.1,-11.8,-1.2,-108.5,10.6
1297.9,1246.9,-57.7,-0.2,-51,57.5
1193.6,1178.7,-104.3,-68.2,-14.9,36.1
1205.5,1159,11.9,-19.7,-46.5,-31.6
1246.2,1150,40.7,-9,-96.2,-49.7
1220.1,1109.3,-26.1,-40.7,-110.8,-14.6
1097.7,989.6,-122.4,-119.7,-108.1,2.7
908.6,871.4,-189.1,-118.2,-37.2,70.9
788.5,799.6,-120.1,-71.8,11.1,48.3
777,724.2,-11.5,-75.4,-52.8,-63.9
724.4,690.6,-52.6,-33.6,-33.8,19
688.6,662.9,-35.8,-27.7,-25.7,8.1
670.3,664,-18.3,1.1,-6.3,19.4
772.6,727.8,102.3,63.8,-44.8,-38.5
973.1,876.3,200.5,148.5,-96.8,-52
1053.8,965.2,80.7,88.9,-88.6,8.2
1279.9,1122.6,226.1,157.4,-157.3,-68.7
1360.1,1215.1,80.2,92.5,-145,12.3
1491.4,1321.7,131.3,106.6,-169.7,-24.7
1584.9,1402.8,93.5,81.1,-182.1,-12.4
1609.4,1467.3,24.5,64.5,-142.1,40
1609.5,1507,0.1,39.7,-102.5,39.6
1603.7,1517.3,-5.8,10.3,-86.4,16.1
1598,1516.4,-5.7,-0.9,-81.6,4.8
1561.8,1492.9,-36.2,-23.5,-68.9,12.7
1544.1,1466,-17.7,-26.9,-78.1,-9.2
1516.2,1453.4,-27.9,-12.6,-62.8,15.3
1478.1,1431.9,-38.1,-21.5,-46.2,16.6
1466,1395.7,-12.1,-36.2,-70.3,-24.1
1426.8,1356.6,-39.2,-39.1,-70.2,0.1
1325.1,1237.8,-101.7,-118.8,-87.3,-17.1
1198.1,1097.7,-127,-140.1,-100.4,-13.1
1140.7,991.9,-57.4,-105.8,-148.8,-48.4
1074.2,922.8,-66.5,-69.1,-151.4,-2.6
951.4,840.1,-122.8,-82.7,-111.3,40.1
886.4,814.2,-65,-25.9,-72.2,39.1
840.3,802.1,-46.1,-12.1,-38.2,34
931.7,859.1,91.4,57,-72.6,-34.4
1159.6,1010.8,227.9,151.7,-148.8,-76.2
1320.1,1152.1,160.5,141.3,-168,-19.2
1449.3,1278.3,129.2,126.2,-171,-3
1544.4,1387.6,95.1,109.3,-156.8,14.2
1625.7,1488.5,81.3,100.9,-137.2,19.6
1647,1540.2,21.3,51.7,-106.8,30.4
1650.7,1572.5,3.7,32.3,-78.2,28.6
1647.3,1600.8,-3.4,28.3,-46.5,31.7
1652,1625.5,4.7,24.7,-26.5,20
1651.4,1610.3,-0.6,-15.2,-41.1,-14.6
1647.7,1586.4,-3.7,-23.9,-61.3,-20.2
1633.9,1571.4,-13.8,-15,-62.5,-1.2
1585.2,1538.3,-48.7,-33.1,-46.9,15.6
1578.2,1523.5,-7,-14.8,-54.7,-7.8
1613.9,1521.6,35.7,-1.9,-92.3,-37.6
1623.1,1471.7,9.2,-49.9,-151.4,-59.1
1515.6,1356.7,-107.5,-115,-158.9,-7.5
1510,1266.4,-5.6,-90.3,-243.6,-84.7
1472.6,1156.4,-37.4,-110,-316.2,-72.6
1381.7,1118.8,-90.9,-37.6,-262.9,53.3
1209.7,1021.3,-172,-97.5,-188.4,74.5
1242.7,1007.3,33,-14,-235.4,-47
1234.5,1013.8,-8.2,6.5,-220.7,14.7
1377.5,1114.2,143,100.4,-263.3,-42.6
1482.3,1286.2,104.8,172,-196.1,67.2
1507.2,1420.6,24.9,134.4,-86.6,109.5
1407.8,1485.3,-99.4,64.7,77.5,164.1
1417.2,1518.1,9.4,32.8,100.9,23.4
1432.7,1512.4,15.5,-5.7,79.7,-21.2
1286.6,1490.9,-146.1,-21.5,204.3,124.6
1244.8,1462.8,-41.8,-28.1,218,13.7
1110,1388.6,-134.8,-74.2,278.6,60.6
1016,1311.3,-94,-77.3,295.3,16.7
936,1225.3,-80,-86,289.3,-6
711.6,1091.3,-224.4,-134,379.7,90.4
535.3,951.5,-176.3,-139.8,416.2,36.5
580.9,882.9,45.6,-68.6,302,-114.2
581.2,834.7,0.3,-48.2,253.5,-48.5
858.4,844.2,277.2,9.5,-14.2,-267.7
806.1,817,-52.3,-27.2,10.9,25.1
591.9,714,-214.2,-103,122.1,111.2
533.1,649.3,-58.8,-64.7,116.2,-5.9
541.8,594.2,8.7,-55.1,52.4,-63.8
525.2,564.4,-16.6,-29.8,39.2,-13.2
437.6,505.2,-87.6,-59.2,67.6,28.4
362.3,477.5,-75.3,-27.7,115.2,47.6
323.5,449.4,-38.8,-28.1,125.9,10.7
311.3,469,-12.2,19.6,157.7,31.8
358.3,508.7,47,39.7,150.4,-7.3
374.2,544.3,15.9,35.6,170.1,19.7
401.3,594.3,27.1,50,193,22.9
298.3,602.7,-103,8.4,304.4,111.4
478.5,640.5,180.2,37.8,162,-142.4
429.6,619.1,-48.9,-21.4,189.5,27.5
399.5,603.6,-30.1,-15.5,204.1,14.6
457,598.7,57.5,-4.9,141.7,-62.4
484.9,571.7,27.9,-27,86.8,-54.9
516.6,576.8,31.7,5.1,60.2,-26.6
434.9,526.2,-81.7,-50.6,91.3,31.1
412.4,514.4,-22.5,-11.8,102,10.7
424.4,508.6,12,-5.8,84.2,-17.8
359.3,485.8,-65.1,-22.8,126.5,42.3
342.3,463.5,-17,-22.3,121.2,-5.3
301,440,-41.3,-23.5,139,17.8
313,410.5,12,-29.5,97.5,-41.5
314.9,373.4,1.9,-37.1,58.5,-39
279.5,346.9,-35.4,-26.5,67.4,8.9
262.4,332.2,-17.1,-14.7,69.8,2.4
218.7,282.7,-43.7,-49.5,64,-5.8
203.4,282.5,-15.3,-0.2,79.1,15.1
129,284.3,-74.4,1.8,155.3,76.2
98.1,326.4,-30.9,42.1,228.3,73
112.5,330.8,14.4,4.4,218.3,-10
86.4,333.6,-26.1,2.8,247.2,28.9
71.4,337,-15,3.4,265.6,18.4
173,379.6,101.6,42.6,206.6,-59
359.3,436.7,186.3,57.1,77.4,-129.2
368.7,460.7,9.4,24,92,14.6
294.7,438.8,-74,-21.9,144.1,52.1
520.9,501.5,226.2,62.7,-19.4,-163.5
499.7,521,-21.2,19.5,21.3,40.7
471.8,524.2,-27.9,3.2,52.4,31.1
322.7,493.7,-149.1,-30.5,171,118.6
312,458,-10.7,-35.7,146,-25
249.8,436.3,-62.2,-21.7,186.5,40.5
200.7,380.6,-49.1,-55.7,179.9,-6.6
208.1,392.1,7.4,11.5,184,4.1
292.5,398.3,84.4,6.2,105.8,-78.2
378.2,383.6,85.7,-14.7,5.4,-100.4
415.5,396.2,37.3,12.6,-19.3,-24.7
419.5,377.8,4,-18.4,-41.7,-22.4
421.7,369.9,2.2,-7.9,-51.8,-10.1
414.1,365.9,-7.6,-4,-48.2,3.6
424,369.3,9.9,3.4,-54.7,-6.5
440.5,378.7,16.5,9.4,-61.8,-7.1
433.6,415.3,-6.9,36.6,-18.3,43.5
487,509.8,53.4,94.5,22.8,41.1
512.4,558.1,25.4,48.3,45.7,22.9
439.1,569.7,-73.3,11.6,130.6,84.9
357.9,574.7,-81.2,5,216.8,86.2
216.8,521,-141.1,-53.7,304.2,87.4
199.8,486,-17,-35,286.2,-18
181.8,469.5,-18,-16.5,287.7,1.5
175.9,452.4,-5.9,-17.1,276.5,-11.2
170.1,411.1,-5.8,-41.3,241,-35.5
171.3,371.3,1.2,-39.8,200,-41
215.9,378.1,44.6,6.8,162.2,-37.8
186.7,354.1,-29.2,-24,167.4,5.2
117.8,369.2,-68.9,15.1,251.4,84
156.3,356.4,38.5,-12.8,200.1,-51.3
229.4,344.7,73.1,-11.7,115.3,-84.8
196.1,345.3,-33.3,0.6,149.2,33.9
138.7,293.7,-57.4,-51.6,155,5.8
131.4,259.5,-7.3,-34.2,128.1,-26.9
101.7,236.3,-29.7,-23.2,134.6,6.5
118.3,217,16.6,-19.3,98.7,-35.9
151,214.1,32.7,-2.9,63.1,-35.6
173.2,219.5,22.2,5.4,46.3,-16.8
115.2,224.9,-58,5.4,109.7,63.4
72.5,234.9,-42.7,10,162.4,52.7
56.4,253.3,-16.1,18.4,196.9,34.5
52.3,255.3,-4.1,2,203,6.1
59.8,256.7,7.5,1.4,196.9,-6.1
115.3,285.4,55.5,28.7,170.1,-26.8
268,332.5,152.7,47.1,64.5,-105.6
446.6,410,178.6,77.5,-36.6,-101.1
496.6,484.9,50,74.9,-11.7,24.9
484.7,529.8,-11.9,44.9,45.1,56.8
439.3,507.3,-45.4,-22.5,68,22.9
370.4,498.5,-68.9,-8.8,128.1,60.1
237,449.7,-133.4,-48.8,212.7,84.6
245.6,451.7,8.6,2,206.1,-6.6
192.7,394.4,-52.9,-57.3,201.7,-4.4
180.7,383,-12,-11.4,202.3,0.6
314.3,415.3,133.6,32.3,101,-101.3
541.7,452.2,227.4,36.9,-89.5,-190.5
623.7,446.9,82,-5.3,-176.8,-87.3
675.6,456.7,51.9,9.8,-218.9,-42.1
641.4,454.1,-34.2,-2.6,-187.3,31.6
567,458.8,-74.4,4.7,-108.2,79.1
482.4,430.3,-84.6,-28.5,-52.1,56.1
306.9,394,-175.5,-36.3,87.1,139.2
199.4,357,-107.5,-37,157.6,70.5
193.7,376.7,-5.7,19.7,183,25.4
256.5,434.5,62.8,57.8,178,-5
475.2,490.9,218.7,56.4,15.7,-162.3
634.2,553.8,159,62.9,-80.4,-96.1
941.2,700.7,307,146.9,-240.5,-160.1
1309.9,931.2,368.7,230.5,-378.7,-138.2
1460.8,1104.9,150.9,173.7,-355.9,22.8
1469.6,1216.5,8.8,111.6,-253.1,102.8
1469,1261.4,-0.6,44.9,-207.6,45.5
1449.2,1274.4,-19.8,13,-174.8,32.8
1396.8,1284.8,-52.4,10.4,-112,62.8
1260.4,1193.6,-136.4,-91.2,-66.8,45.2
1084.9,1118.6,-175.5,-75,33.7,100.5
822.6,1027,-262.3,-91.6,204.4,170.7
596.2,923.1,-226.4,-103.9,326.9,122.5
478.4,830.5,-117.8,-92.6,352.1,25.2
273.8,712.4,-204.6,-118.1,438.6,86.5
275,597.1,1.2,-115.3,322.1,-116.5
446.9,571.5,171.9,-25.6,124.6,-197.5
583.9,537.4,137,-34.1,-46.5,-171.1
451.2,484.7,-132.7,-52.7,33.5,80
478.4,457.9,27.2,-26.8,-20.5,-54
396.6,423.1,-81.8,-34.8,26.5,47
167.9,370.8,-228.7,-52.3,202.9,176.4
74.3,353.7,-93.6,-17.1,279.4,76.5
68.7,374.2,-5.6,20.5,305.5,26.1
81.7,374,13,-0.2,292.3,-13.2
112.8,372.7,31.1,-1.3,259.9,-32.4
133.8,390.6,21,17.9,256.8,-3.1
181.4,411.6,47.6,21,230.2,-26.6
314,437.9,132.6,26.3,123.9,-106.3
435.9,468,121.9,30.1,32.1,-91.8
397.1,471.1,-38.8,3.1,74,41.9
290.7,443.4,-106.4,-27.7,152.7,78.7
144.1,394.7,-146.6,-48.7,250.6,97.9
175.2,365.5,31.1,-29.2,190.3,-60.3
133.7,355.6,-41.5,-9.9,221.9,31.6
135.7,344.3,2,-11.3,208.6,-13.3
93,298.6,-42.7,-45.7,205.6,-3
87.1,280,-5.9,-18.6,192.9,-12.7
80.4,269.2,-6.7,-10.8,188.8,-4.1
42,248.6,-38.4,-20.6,206.6,17.8
32.4,201.1,-9.6,-47.5,168.7,-37.9
30.5,188.6,-1.9,-12.5,158.1,-10.6
50.6,162.1,20.1,-26.5,111.5,-46.6
58.7,156.3,8.1,-5.8,97.6,-13.9
89.9,173.8,31.2,17.5,83.9,-13.7
241.6,214.2,151.7,40.4,-27.4,-111.3
244.1,239,2.5,24.8,-5.1,22.3
227.9,260.2,-16.2,21.2,32.3,37.4
247.2,288.3,19.3,28.1,41.1,8.8
180.3,286.3,-66.9,-2,106,64.9
82.2,255,-98.1,-31.3,172.8,66.8
33.4,244.9,-48.8,-10.1,211.5,38.7
22.9,246.9,-10.5,2,224,12.5
17.9,233,-5,-13.9,215.1,-8.9
44.1,217.4,26.2,-15.6,173.3,-41.8
56.8,214.3,12.7,-3.1,157.5,-15.8
66.2,204.4,9.4,-9.9,138.2,-19.3
42.7,217.5,-23.5,13.1,174.8,36.6
77.9,210,35.2,-7.5,132.1,-42.7
207.1,234.8,129.2,24.8,27.7,-104.4
438,300.3,230.9,65.5,-137.7,-165.4
583.5,371.1,145.5,70.8,-212.4,-74.7
609.2,436.2,25.7,65.1,-173,39.4
645.3,465.7,36.1,29.5,-179.6,-6.6
590.5,462.9,-54.8,-2.8,-127.6,52
494.5,446.1,-96,-16.8,-48.4,79.2
448.1,426.3,-46.4,-19.8,-21.8,26.6
465.2,406.5,17.1,-19.8,-58.7,-36.9
638.6,458.8,173.4,52.3,-179.8,-121.1
973.5,554.3,334.9,95.5,-419.2,-239.4
1147.2,678.2,173.7,123.9,-469,-49.8
1132.3,826.6,-14.9,148.4,-305.7,163.3
1151.6,928.8,19.3,102.2,-222.8,82.9
1089.2,991.1,-62.4,62.3,-98.1,124.7
1050.7,1017.6,-38.5,26.5,-33.1,65
1148,1106,97.3,88.4,-42,-8.9
1303.8,1200.4,155.8,94.4,-103.4,-61.4
1465.4,1294.1,161.6,93.7,-171.3,-67.9
1537,1345.7,71.6,51.6,-191.3,-20
1576.8,1371.2,39.8,25.5,-205.6,-14.3
1598,1401.5,21.2,30.3,-196.5,9.1
1539.2,1351.8,-58.8,-49.7,-187.4,9.1
1489.2,1322.4,-50,-29.4,-166.8,20.6
1283.9,1242.1,-205.3,-80.3,-41.8,125
1124.4,1195.2,-159.5,-46.9,70.8,112.6
1095.5,1175.2,-28.9,-20,79.7,8.9
1035.9,1096.6,-59.6,-78.6,60.7,-19
953.9,985.5,-82,-111.1,31.6,-29.1
997,942.8,43.1,-42.7,-54.2,-85.8
1081,893.1,84,-49.7,-187.9,-133.7
1074.1,856.8,-6.9,-36.3,-217.3,-29.4
1045.1,831,-29,-25.8,-214.1,3.2
1221.8,886.9,176.7,55.9,-334.9,-120.8
1388.1,957.3,166.3,70.4,-430.8,-95.9
1395.4,1088.6,7.3,131.3,-306.8,124
1461.3,1239.4,65.9,150.8,-221.9,84.9
1401.7,1294,-59.6,54.6,-107.7,114.2
1375.3,1358.9,-26.4,64.9,-16.4,91.3
1335.6,1371.2,-39.7,12.3,35.6,52
1437.2,1419.8,101.6,48.6,-17.4,-53
1519.8,1466,82.6,46.2,-53.8,-36.4
1615.5,1500.6,95.7,34.6,-114.9,-61.1
1637.4,1516.7,21.9,16.1,-120.7,-5.8
1650.9,1541.1,13.5,24.4,-109.8,10.9
1655.6,1540.5,4.7,-0.6,-115.1,-5.3
1649.7,1537,-5.9,-3.5,-112.7,2.4
1650.4,1512,0.7,-25,-138.4,-25.7
1578.3,1487.2,-72.1,-24.8,-91.1,47.3
1352.9,1376.3,-225.4,-110.9,23.4,114.5
1258.7,1331.6,-94.2,-44.7,72.9,49.5
1133.6,1266.2,-125.1,-65.4,132.6,59.7
1073.1,1142.6,-60.5,-123.6,69.5,-63.1
802.3,965.2,-270.8,-177.4,162.9,93.4
665.2,876.2,-137.1,-89,211,48.1
556.5,786.7,-108.7,-89.5,230.2,19.2
504.9,693.1,-51.6,-93.6,188.2,-42
408.6,641.3,-96.3,-51.8,232.7,44.5
285.3,569.2,-123.3,-72.1,283.9,51.2
285.4,578.1,0.1,8.9,292.7,8.8
410,619.3,124.6,41.2,209.3,-83.4
569.2,663.6,159.2,44.3,94.4,-114.9
609.4,673.7,40.2,10.1,64.3,-30.1
751.6,727.7,142.2,54,-23.9,-88.2
750.6,799.7,-1,72,49.1,73
568.9,750.6,-181.7,-49.1,181.7,132.6
469,706.2,-99.9,-44.4,237.2,55.5
451.9,689.6,-17.1,-16.6,237.7,0.5
419,657.1,-32.9,-32.5,238.1,0.4
411.7,648.5,-7.3,-8.6,236.8,-1.3
268.8,554.1,-142.9,-94.4,285.3,48.5
193.3,509.7,-75.5,-44.4,316.4,31.1
179.8,447,-13.5,-62.7,267.2,-49.2
86.5,392,-93.3,-55,305.5,38.3
69.6,347.1,-16.9,-44.9,277.5,-28
142.7,322.4,73.1,-24.7,179.7,-97.8
114.6,274.4,-28.1,-48,159.8,-19.9
132.8,252.5,18.2,-21.9,119.7,-40.1
162,251.3,29.2,-1.2,89.3,-30.4
152.4,245.9,-9.6,-5.4,93.5,4.2
103.1,219.7,-49.3,-26.2,116.6,23.1
63.2,207.6,-39.9,-12.1,144.4,27.8
37.9,200.8,-25.3,-6.8,162.9,18.5
17.2,215.4,-20.7,14.6,198.2,35.3
25.1,222.2,7.9,6.8,197.1,-1.1
54.9,221.3,29.8,-0.9,166.4,-30.7
34.1,246.6,-20.8,25.3,212.5,46.1
70,250.2,35.9,3.6,180.2,-32.3
150.5,249.2,80.5,-1,98.7,-81.5
269.6,297.6,119.1,48.4,28,-70.7
395.8,365.4,126.2,67.8,-30.4,-58.4
483.4,430.8,87.6,65.4,-52.6,-22.2
528.8,454.7,45.4,23.9,-74.1,-21.5
545.5,481.4,16.7,26.7,-64.1,10
582.6,492.5,37.1,11.1,-90.1,-26
608.7,530.5,26.1,38,-78.2,11.9
603.6,530.4,-5.1,-0.1,-73.2,5
501.6,519,-102,-11.4,17.4,90.6
394.4,517,-107.2,-2,122.6,105.2
325.8,467.5,-68.6,-49.5,141.7,19.1
302.5,417.2,-23.3,-50.3,114.7,-27
277.8,385.5,-24.7,-31.7,107.7,-7
219.4,348.1,-58.4,-37.4,128.7,21
176.5,325.1,-42.9,-23,148.6,19.9
122.3,280.7,-54.2,-44.4,158.4,9.8
114.1,258.3,-8.2,-22.4,144.2,-14.2
131.6,241.2,17.5,-17.1,109.6,-34.6
181.7,254.1,50.1,12.9,72.4,-37.2
202.4,299.7,20.7,45.6,97.3,24.9
249,321.9,46.6,22.2,72.9,-24.4
338.9,347.4,89.9,25.5,8.5,-64.4
420.3,427.7,81.4,80.3,7.4,-1.1
661.5,529,241.2,101.3,-132.5,-139.9
844.8,644.3,183.3,115.3,-200.5,-68
626.8,656.4,-218,12.1,29.6,230.1
581.8,671.4,-45,15,89.6,60
501.2,663.4,-80.6,-8,162.2,72.6
323.6,586.1,-177.6,-77.3,262.5,100.3
353.6,486.4,30,-99.7,132.8,-129.7
297.4,459.3,-56.2,-27.1,161.9,29.1
193.4,417.6,-104,-41.7,224.2,62.3
172.3,368.3,-21.1,-49.3,196,-28.2
207.3,342.4,35,-25.9,135.1,-60.9
209,346.9,1.7,4.5,137.9,2.8
242.8,320.2,33.8,-26.7,77.4,-60.5
238.2,312.2,-4.6,-8,74,-3.4
177.5,281.5,-60.7,-30.7,104,30
122.5,262.8,-55,-18.7,140.3,36.3
82.4,232.8,-40.1,-30,150.4,10.1
56.2,199,-26.2,-33.8,142.8,-7.6
21.4,191.1,-34.8,-7.9,169.7,26.9
30.4,204.9,9,13.8,174.5,4.8
41.1,213.3,10.7,8.4,172.2,-2.3
34.4,209.9,-6.7,-3.4,175.5,3.3
73.9,248.7,39.5,38.8,174.8,-0.7
60.5,245.5,-13.4,-3.2,185,10.2
58.7,261.4,-1.8,15.9,202.7,17.7
110.8,266.4,52.1,5,155.6,-47.1
150.7,289.5,39.9,23.1,138.8,-16.8
256.7,326.5,106,37,69.8,-69
363.7,380.1,107,53.6,16.4,-53.4
424,415.4,60.3,35.3,-8.6,-25
556,469.6,132,54.2,-86.4,-77.8
626.9,488.3,70.9,18.7,-138.6,-52.2
692.7,506.5,65.8,18.2,-186.2,-47.6
711.5,523.9,18.8,17.4,-187.6,-1.4
658.6,540.3,-52.9,16.4,-118.3,69.3
580.9,534.3,-77.7,-6,-46.6,71.7
519.4,505.9,-61.5,-28.4,-13.5,33.1
503.1,486.8,-16.3,-19.1,-16.3,-2.8
446.5,428.4,-56.6,-58.4,-18.1,-1.8
373.2,400.9,-73.3,-27.5,27.7,45.8
315.4,356.6,-57.8,-44.3,41.2,13.5
331.1,355.1,15.7,-1.5,24,-17.2
461.5,388.1,130.4,33,-73.4,-97.4
667.3,467,205.8,78.9,-200.3,-126.9
731.2,549.4,63.9,82.4,-181.8,18.5
863.5,660.1,132.3,110.7,-203.4,-21.6
1181,817.1,317.5,157,-363.9,-160.5
1492.2,998.7,311.2,181.6,-493.5,-129.6
1580.5,1188.1,88.3,189.4,-392.4,101.1
1607.3,1295.9,26.8,107.8,-311.4,81
1641.4,1393.1,34.1,97.2,-248.3,63.1
1637.1,1411.9,-4.3,18.8,-225.2,23.1
1625.4,1459.5,-11.7,47.6,-165.9,59.3
1634.2,1461.9,8.8,2.4,-172.3,-6.4
1646.2,1438.5,12,-23.4,-207.7,-35.4
1641.8,1426.9,-4.4,-11.6,-214.9,-7.2
1629,1383.1,-12.8,-43.8,-245.9,-31
1607.3,1376.9,-21.7,-6.2,-230.4,15.5
1625.6,1428.1,18.3,51.2,-197.5,32.9
1617.1,1394.5,-8.5,-33.6,-222.6,-25.1
1458.9,1300.8,-158.2,-93.7,-158.1,64.5
1421.4,1228.7,-37.5,-72.1,-192.7,-34.6
1366.7,1139.8,-54.7,-88.9,-226.9,-34.2
1265.3,1049,-101.4,-90.8,-216.3,10.6
1230.6,940.4,-34.7,-108.6,-290.2,-73.9
1255.8,924.6,25.2,-15.8,-331.2,-41
1061.1,919.5,-194.7,-5.1,-141.6,189.6
1078.6,951,17.5,31.5,-127.6,14
1311.6,1090.6,233,139.6,-221,-93.4
1411.6,1204,100,113.4,-207.6,13.4
1553.5,1334.1,141.9,130.1,-219.4,-11.8
1628.4,1438.1,74.9,104,-190.3,29.1
1633.7,1516.5,5.3,78.4,-117.2,73.1
1640.8,1554,7.1,37.5,-86.8,30.4
1653.4,1592.7,12.6,38.7,-60.7,26.1
1659.4,1602.3,6,9.6,-57.1,3.6
1599.5,1600.6,-59.9,-1.7,1.1,58.2
1599.5,1559.1,0,-41.5,-40.4,-41.5
1446.2,1469.6,-153.3,-89.5,23.4,63.8
1225.5,1369.1,-220.7,-100.5,143.6,120.2
1102.7,1237.6,-122.8,-131.5,134.9,-8.7
1136.2,1194.1,33.5,-43.5,57.9,-77
1168.2,1200.4,32,6.3,32.2,-25.7
990.4,1101.7,-177.8,-98.7,111.3,79.1
832.6,972.1,-157.8,-129.6,139.5,28.2
623.3,842.8,-209.3,-129.3,219.5,80
565.2,762.5,-58.1,-80.3,197.3,-22.2
512.8,656.7,-52.4,-105.8,143.9,-53.4
453.7,585.8,-59.1,-70.9,132.1,-11.8
459.7,532.1,6,-53.7,72.4,-59.7
388.8,516.1,-70.9,-16,127.3,54.9
446,552.2,57.2,36.1,106.2,-21.1
593.8,628.3,147.8,76.1,34.5,-71.7
609.9,663,16.1,34.7,53.1,18.6
603.6,713.5,-6.3,50.5,109.9,56.8
703.8,790.8,100.2,77.3,87,-22.9
785,858.6,81.2,67.8,73.6,-13.4
795.3,904.3,10.3,45.7,109,35.4
813.8,935.6,18.5,31.3,121.8,12.8
831.1,937.6,17.3,2,106.5,-15.3
844.3,942.3,13.2,4.7,98,-8.5
862,909,17.7,-33.3,47,-51
957.1,872.7,95.1,-36.3,-84.4,-131.4
828.4,829.4,-128.7,-43.3,1,85.4
809.7,788.9,-18.7,-40.5,-20.8,-21.8
743.1,742.3,-66.6,-46.6,-0.8,20
681.8,751.6,-61.3,9.3,69.8,70.6
531.7,699.5,-150.1,-52.1,167.8,98
550.8,649.8,19.1,-49.7,99,-68.8
445,577.2,-105.8,-72.6,132.2,33.2
