SYSLoad,PkLoad,PkLoadPoint,T24PkLoad,T24PkPoint,T48PkLoad,T48PkPoint,Seasonal,T24Seasonal,T48Seasonal,T24Dry,T24Dew,DryBulb,DewPnt,Hour,Date,WeekDay,Month,Year
14681,14967,13,14529,11,15030,11,286,203,347,63,42,68,48,16,30,6,5,2014
14629,14967,13,14529,11,15030,11,338,188,295,64,41,66,48,17,30,6,5,2014
14530,14967,13,14529,11,15030,11,437,242,175,63,40,65,49,18,30,6,5,2014
14315,14967,13,14529,11,15030,11,652,412,215,62,39,63,52,19,30,6,5,2014
14223,14967,13,14529,11,15030,11,744,459,267,60,39,59,52,20,30,6,5,2014
14270,14967,13,14529,11,15030,11,697,34,140,58,42,58,52,21,30,6,5,2014
13703,14967,13,14529,11,15030,11,1264,524,911,55,43,57,52,22,30,6,5,2014
12564,14967,13,14529,11,15030,11,2403,1930,2365,54,43,55,51,23,30,6,5,2014
11327,14967,13,14529,11,15030,11,3640,3291,3684,52,44,54,51,24,30,6,5,2014
10455,13266,11,14967,13,14529,11,2811,4614,4084,51,44,53,51,1,31,7,5,2014
9928,13266,11,14967,13,14529,11,3338,5106,4520,50,44,53,50,2,31,7,5,2014
9611,13266,11,14967,13,14529,11,3655,5356,4750,49,44,52,50,3,31,7,5,2014
9462,13266,11,14967,13,14529,11,3804,5416,4776,48,44,52,49,4,31,7,5,2014
9516,13266,11,14967,13,14529,11,3750,5164,4485,48,44,51,49,5,31,7,5,2014
9680,13266,11,14967,13,14529,11,3586,4421,3685,48,44,51,48,6,31,7,5,2014
10281,13266,11,14967,13,14529,11,2985,2771,1983,48,44,51,48,7,31,7,5,2014
11249,13266,11,14967,13,14529,11,2017,1442,793,50,44,52,49,8,31,7,5,2014
12265,13266,11,14967,13,14529,11,1001,901,449,54,45,55,50,9,31,7,5,2014
12899,13266,11,14967,13,14529,11,367,569,244,58,46,57,48,10,31,7,5,2014
13217,13266,11,14967,13,14529,11,49,243,72,61,47,58,49,11,31,7,5,2014
13266,13266,11,14967,13,14529,11,0,43,0,64,49,59,48,12,31,7,5,2014
13151,13266,11,14967,13,14529,11,115,14,45,65,49,61,48,13,31,7,5,2014
12961,13266,11,14967,13,14529,11,305,0,27,66,49,62,48,14,31,7,5,2014
12769,13266,11,14967,13,14529,11,497,149,104,66,50,63,47,15,31,7,5,2014
12690,13266,11,14967,13,14529,11,576,286,203,68,48,62,48,16,31,7,5,2014
12728,13266,11,14967,13,14529,11,538,338,188,66,48,63,46,17,31,7,5,2014
12862,13266,11,14967,13,14529,11,404,437,242,65,49,63,44,18,31,7,5,2014
12905,13266,11,14967,13,14529,11,361,652,412,63,52,63,43,19,31,7,5,2014
12862,13266,11,14967,13,14529,11,404,744,459,59,52,61,44,20,31,7,5,2014
13188,13266,11,14967,13,14529,11,78,697,34,58,52,59,45,21,31,7,5,2014
12945,13266,11,14967,13,14529,11,321,1264,524,57,52,57,43,22,31,7,5,2014
12007,13266,11,14967,13,14529,11,1259,2403,1930,55,51,55,42,23,31,7,5,2014
10971,13266,11,14967,13,14529,11,2295,3640,3291,54,51,53,41,24,31,7,5,2014
10149,14001,20,13266,11,14967,13,3852,2811,4614,53,51,51,41,1,1,1,6,2014
9626,14001,20,13266,11,14967,13,4375,3338,5106,53,50,51,41,2,1,1,6,2014
9330,14001,20,13266,11,14967,13,4671,3655,5356,52,50,49,41,3,1,1,6,2014
9209,14001,20,13266,11,14967,13,4792,3804,5416,52,49,49,42,4,1,1,6,2014
9219,14001,20,13266,11,14967,13,4782,3750,5164,51,49,50,42,5,1,1,6,2014
9196,14001,20,13266,11,14967,13,4805,3586,4421,51,48,48,43,6,1,1,6,2014
9622,14001,20,13266,11,14967,13,4379,2985,2771,51,48,49,43,7,1,1,6,2014
10462,14001,20,13266,11,14967,13,3539,2017,1442,52,49,54,45,8,1,1,6,2014
11463,14001,20,13266,11,14967,13,2538,1001,901,55,50,59,46,9,1,1,6,2014
12200,14001,20,13266,11,14967,13,1801,367,569,57,48,63,46,10,1,1,6,2014
12603,14001,20,13266,11,14967,13,1398,49,243,58,49,66,45,11,1,1,6,2014
12828,14001,20,13266,11,14967,13,1173,0,43,59,48,68,43,12,1,1,6,2014
12923,14001,20,13266,11,14967,13,1078,115,14,61,48,69,41,13,1,1,6,2014
12880,14001,20,13266,11,14967,13,1121,305,0,62,48,70,42,14,1,1,6,2014
12865,14001,20,13266,11,14967,13,1136,497,149,63,47,70,39,15,1,1,6,2014
12953,14001,20,13266,11,14967,13,1048,576,286,62,48,71,41,16,1,1,6,2014
13203,14001,20,13266,11,14967,13,798,538,338,63,46,72,40,17,1,1,6,2014
13535,14001,20,13266,11,14967,13,466,404,437,63,44,72,40,18,1,1,6,2014
13661,14001,20,13266,11,14967,13,340,361,652,63,43,71,40,19,1,1,6,2014
13678,14001,20,13266,11,14967,13,323,404,744,61,44,70,41,20,1,1,6,2014
14001,14001,20,13266,11,14967,13,0,78,697,59,45,67,44,21,1,1,6,2014
13621,14001,20,13266,11,14967,13,380,321,1264,57,43,65,43,22,1,1,6,2014
12285,14001,20,13266,11,14967,13,1716,1259,2403,55,42,62,42,23,1,1,6,2014
11039,14001,20,13266,11,14967,13,2962,2295,3640,53,41,60,43,24,1,1,6,2014
10181,16564,17,14001,20,13266,11,6383,3852,2811,51,41,58,43,1,2,2,6,2014
9757,16564,17,14001,20,13266,11,6807,4375,3338,51,41,57,43,2,2,2,6,2014
9528,16564,17,14001,20,13266,11,7036,4671,3655,49,41,56,42,3,2,2,6,2014
9493,16564,17,14001,20,13266,11,7071,4792,3804,49,42,56,42,4,2,2,6,2014
9766,16564,17,14001,20,13266,11,6798,4782,3750,50,42,54,42,5,2,2,6,2014
10487,16564,17,14001,20,13266,11,6077,4805,3586,48,43,54,42,6,2,2,6,2014
12250,16564,17,14001,20,13266,11,4314,4379,2985,49,43,54,42,7,2,2,6,2014
13734,16564,17,14001,20,13266,11,2830,3539,2017,54,45,58,44,8,2,2,6,2014
14438,16564,17,14001,20,13266,11,2126,2538,1001,59,46,62,45,9,2,2,6,2014
15009,16564,17,14001,20,13266,11,1555,1801,367,63,46,67,47,10,2,2,6,2014
15520,16564,17,14001,20,13266,11,1044,1398,49,66,45,71,49,11,2,2,6,2014
15825,16564,17,14001,20,13266,11,739,1173,0,68,43,74,50,12,2,2,6,2014
15984,16564,17,14001,20,13266,11,580,1078,115,69,41,75,50,13,2,2,6,2014
16235,16564,17,14001,20,13266,11,329,1121,305,70,42,78,50,14,2,2,6,2014
16323,16564,17,14001,20,13266,11,241,1136,497,70,39,79,49,15,2,2,6,2014
16401,16564,17,14001,20,13266,11,163,1048,576,71,41,80,49,16,2,2,6,2014
16550,16564,17,14001,20,13266,11,14,798,538,72,40,79,50,17,2,2,6,2014
16564,16564,17,14001,20,13266,11,0,466,404,72,40,80,49,18,2,2,6,2014
16303,16564,17,14001,20,13266,11,261,340,361,71,40,79,49,19,2,2,6,2014
15980,16564,17,14001,20,13266,11,584,323,404,70,41,76,52,20,2,2,6,2014
16058,16564,17,14001,20,13266,11,506,0,78,67,44,73,52,21,2,2,6,2014
15371,16564,17,14001,20,13266,11,1193,380,321,65,43,70,52,22,2,2,6,2014
13708,16564,17,14001,20,13266,11,2856,1716,1259,62,42,67,52,23,2,2,6,2014
12152,16564,17,14001,20,13266,11,4412,2962,2295,60,43,65,52,24,2,2,6,2014
11125,17456,16,16564,17,14001,20,6331,6383,3852,58,43,63,52,1,3,3,6,2014
10553,17456,16,16564,17,14001,20,6903,6807,4375,57,43,61,52,2,3,3,6,2014
10230,17456,16,16564,17,14001,20,7226,7036,4671,56,42,61,52,3,3,3,6,2014
10098,17456,16,16564,17,14001,20,7358,7071,4792,56,42,60,52,4,3,3,6,2014
10306,17456,16,16564,17,14001,20,7150,6798,4782,54,42,59,53,5,3,3,6,2014
11005,17456,16,16564,17,14001,20,6451,6077,4805,54,42,58,52,6,3,3,6,2014
12711,17456,16,16564,17,14001,20,4745,4314,4379,54,42,58,52,7,3,3,6,2014
14231,17456,16,16564,17,14001,20,3225,2830,3539,58,44,62,54,8,3,3,6,2014
15030,17456,16,16564,17,14001,20,2426,2126,2538,62,45,65,55,9,3,3,6,2014
15650,17456,16,16564,17,14001,20,1806,1555,1801,67,47,68,56,10,3,3,6,2014
16228,17456,16,16564,17,14001,20,1228,1044,1398,71,49,70,57,11,3,3,6,2014
16719,17456,16,16564,17,14001,20,737,739,1173,74,50,74,58,12,3,3,6,2014
17011,17456,16,16564,17,14001,20,445,580,1078,75,50,75,59,13,3,3,6,2014
17321,17456,16,16564,17,14001,20,135,329,1121,78,50,77,59,14,3,3,6,2014
17391,17456,16,16564,17,14001,20,65,241,1136,79,49,78,58,15,3,3,6,2014
17445,17456,16,16564,17,14001,20,11,163,1048,80,49,78,57,16,3,3,6,2014
17456,17456,16,16564,17,14001,20,0,14,798,79,50,77,57,17,3,3,6,2014
17229,17456,16,16564,17,14001,20,227,0,466,80,49,76,57,18,3,3,6,2014
16730,17456,16,16564,17,14001,20,726,261,340,79,49,72,57,19,3,3,6,2014
16373,17456,16,16564,17,14001,20,1083,584,323,76,52,69,55,20,3,3,6,2014
16283,17456,16,16564,17,14001,20,1173,506,0,73,52,65,54,21,3,3,6,2014
15407,17456,16,16564,17,14001,20,2049,1193,380,70,52,64,55,22,3,3,6,2014
13784,17456,16,16564,17,14001,20,3672,2856,1716,67,52,62,54,23,3,3,6,2014
12265,17456,16,16564,17,14001,20,5191,4412,2962,65,52,61,53,24,3,3,6,2014
11305,16134,13,17456,16,16564,17,4829,6331,6383,63,52,61,53,1,4,4,6,2014
10753,16134,13,17456,16,16564,17,5381,6903,6807,61,52,60,53,2,4,4,6,2014
10446,16134,13,17456,16,16564,17,5688,7226,7036,61,52,60,53,3,4,4,6,2014
10326,16134,13,17456,16,16564,17,5808,7358,7071,60,52,58,53,4,4,4,6,2014
10533,16134,13,17456,16,16564,17,5601,7150,6798,59,53,58,54,5,4,4,6,2014
11340,16134,13,17456,16,16564,17,4794,6451,6077,58,52,58,55,6,4,4,6,2014
12965,16134,13,17456,16,16564,17,3169,4745,4314,58,52,58,55,7,4,4,6,2014
14298,16134,13,17456,16,16564,17,1836,3225,2830,62,54,58,54,8,4,4,6,2014
14884,16134,13,17456,16,16564,17,1250,2426,2126,65,55,59,54,9,4,4,6,2014
15237,16134,13,17456,16,16564,17,897,1806,1555,68,56,59,55,10,4,4,6,2014
15607,16134,13,17456,16,16564,17,527,1228,1044,70,57,60,55,11,4,4,6,2014
15849,16134,13,17456,16,16564,17,285,737,739,74,58,62,56,12,4,4,6,2014
15977,16134,13,17456,16,16564,17,157,445,580,75,59,64,56,13,4,4,6,2014
16134,16134,13,17456,16,16564,17,0,135,329,77,59,65,57,14,4,4,6,2014
16108,16134,13,17456,16,16564,17,26,65,241,78,58,66,57,15,4,4,6,2014
16074,16134,13,17456,16,16564,17,60,11,163,78,57,67,58,16,4,4,6,2014
16094,16134,13,17456,16,16564,17,40,0,14,77,57,67,58,17,4,4,6,2014
15946,16134,13,17456,16,16564,17,188,227,0,76,57,67,57,18,4,4,6,2014
15605,16134,13,17456,16,16564,17,529,726,261,72,57,66,55,19,4,4,6,2014
15458,16134,13,17456,16,16564,17,676,1083,584,69,55,64,55,20,4,4,6,2014
15620,16134,13,17456,16,16564,17,514,1173,506,65,54,63,55,21,4,4,6,2014
14902,16134,13,17456,16,16564,17,1232,2049,1193,64,55,62,56,22,4,4,6,2014
13448,16134,13,17456,16,16564,17,2686,3672,2856,62,54,62,58,23,4,4,6,2014
12037,16134,13,17456,16,16564,17,4097,5191,4412,61,53,61,58,24,4,4,6,2014
11099,15825,11,16134,13,17456,16,4726,4829,6331,61,53,61,58,1,5,5,6,2014
10589,15825,11,16134,13,17456,16,5236,5381,6903,60,53,61,58,2,5,5,6,2014
10293,15825,11,16134,13,17456,16,5532,5688,7226,60,53,60,58,3,5,5,6,2014
10200,15825,11,16134,13,17456,16,5625,5808,7358,58,53,60,58,4,5,5,6,2014
10440,15825,11,16134,13,17456,16,5385,5601,7150,58,54,60,58,5,5,5,6,2014
11284,15825,11,16134,13,17456,16,4541,4794,6451,58,55,59,58,6,5,5,6,2014
12990,15825,11,16134,13,17456,16,2835,3169,4745,58,55,60,58,7,5,5,6,2014
14458,15825,11,16134,13,17456,16,1367,1836,3225,58,54,60,58,8,5,5,6,2014
15051,15825,11,16134,13,17456,16,774,1250,2426,59,54,60,58,9,5,5,6,2014
15447,15825,11,16134,13,17456,16,378,897,1806,59,55,60,58,10,5,5,6,2014
15745,15825,11,16134,13,17456,16,80,527,1228,60,55,60,58,11,5,5,6,2014
15825,15825,11,16134,13,17456,16,0,285,737,62,56,60,58,12,5,5,6,2014
15753,15825,11,16134,13,17456,16,72,157,445,64,56,61,57,13,5,5,6,2014
15710,15825,11,16134,13,17456,16,115,0,135,65,57,60,57,14,5,5,6,2014
15550,15825,11,16134,13,17456,16,275,26,65,66,57,61,57,15,5,5,6,2014
15455,15825,11,16134,13,17456,16,370,60,11,67,58,61,57,16,5,5,6,2014
15481,15825,11,16134,13,17456,16,344,40,0,67,58,63,57,17,5,5,6,2014
15475,15825,11,16134,13,17456,16,350,188,227,67,57,62,56,18,5,5,6,2014
15245,15825,11,16134,13,17456,16,580,529,726,66,55,64,56,19,5,5,6,2014
15020,15825,11,16134,13,17456,16,805,676,1083,64,55,64,56,20,5,5,6,2014
15096,15825,11,16134,13,17456,16,729,514,1173,63,55,63,56,21,5,5,6,2014
14556,15825,11,16134,13,17456,16,1269,1232,2049,62,56,61,56,22,5,5,6,2014
13193,15825,11,16134,13,17456,16,2632,2686,3672,62,58,59,55,23,5,5,6,2014
11797,15825,11,16134,13,17456,16,4028,4097,5191,61,58,60,54,24,5,5,6,2014
10848,15618,13,15825,11,16134,13,4770,4726,4829,61,58,59,53,1,6,6,6,2014
10317,15618,13,15825,11,16134,13,5301,5236,5381,61,58,58,52,2,6,6,6,2014
10038,15618,13,15825,11,16134,13,5580,5532,5688,60,58,58,52,3,6,6,6,2014
9936,15618,13,15825,11,16134,13,5682,5625,5808,60,58,57,52,4,6,6,6,2014
10146,15618,13,15825,11,16134,13,5472,5385,5601,60,58,57,52,5,6,6,6,2014
10864,15618,13,15825,11,16134,13,4754,4541,4794,59,58,57,51,6,6,6,6,2014
12520,15618,13,15825,11,16134,13,3098,2835,3169,60,58,57,52,7,6,6,6,2014
13949,15618,13,15825,11,16134,13,1669,1367,1836,60,58,58,52,8,6,6,6,2014
14566,15618,13,15825,11,16134,13,1052,774,1250,60,58,60,53,9,6,6,6,2014
14992,15618,13,15825,11,16134,13,626,378,897,60,58,63,52,10,6,6,6,2014
15312,15618,13,15825,11,16134,13,306,80,527,60,58,65,52,11,6,6,6,2014
15494,15618,13,15825,11,16134,13,124,0,285,60,58,68,52,12,6,6,6,2014
15512,15618,13,15825,11,16134,13,106,72,157,61,57,70,52,13,6,6,6,2014
15618,15618,13,15825,11,16134,13,0,115,0,60,57,70,52,14,6,6,6,2014
15580,15618,13,15825,11,16134,13,38,275,26,61,57,72,52,15,6,6,6,2014
15484,15618,13,15825,11,16134,13,134,370,60,61,57,72,51,16,6,6,6,2014
15428,15618,13,15825,11,16134,13,190,344,40,63,57,73,51,17,6,6,6,2014
15265,15618,13,15825,11,16134,13,353,350,188,62,56,73,51,18,6,6,6,2014
14899,15618,13,15825,11,16134,13,719,580,529,64,56,73,51,19,6,6,6,2014
14647,15618,13,15825,11,16134,13,971,805,676,64,56,72,51,20,6,6,6,2014
14700,15618,13,15825,11,16134,13,918,729,514,63,56,70,51,21,6,6,6,2014
14461,15618,13,15825,11,16134,13,1157,1269,1232,61,56,67,51,22,6,6,6,2014
13273,15618,13,15825,11,16134,13,2345,2632,2686,59,55,65,51,23,6,6,6,2014
11939,15618,13,15825,11,16134,13,3679,4028,4097,60,54,63,52,24,6,6,6,2014
10959,15290,17,15618,13,15825,11,4331,4770,4726,59,53,62,52,1,7,7,6,2014
10328,15290,17,15618,13,15825,11,4962,5301,5236,58,52,60,52,2,7,7,6,2014
9971,15290,17,15618,13,15825,11,5319,5580,5532,58,52,60,52,3,7,7,6,2014
9767,15290,17,15618,13,15825,11,5523,5682,5625,57,52,58,51,4,7,7,6,2014
9778,15290,17,15618,13,15825,11,5512,5472,5385,57,52,58,51,5,7,7,6,2014
9872,15290,17,15618,13,15825,11,5418,4754,4541,57,51,57,51,6,7,7,6,2014
10591,15290,17,15618,13,15825,11,4699,3098,2835,57,52,57,51,7,7,7,6,2014
11750,15290,17,15618,13,15825,11,3540,1669,1367,58,52,62,52,8,7,7,6,2014
12912,15290,17,15618,13,15825,11,2378,1052,774,60,53,66,53,9,7,7,6,2014
13703,15290,17,15618,13,15825,11,1587,626,378,63,52,69,54,10,7,7,6,2014
14226,15290,17,15618,13,15825,11,1064,306,80,65,52,73,54,11,7,7,6,2014
14521,15290,17,15618,13,15825,11,769,124,0,68,52,75,55,12,7,7,6,2014
14675,15290,17,15618,13,15825,11,615,106,72,70,52,77,54,13,7,7,6,2014
14723,15290,17,15618,13,15825,11,567,0,115,70,52,78,53,14,7,7,6,2014
14786,15290,17,15618,13,15825,11,504,38,275,72,52,79,52,15,7,7,6,2014
14920,15290,17,15618,13,15825,11,370,134,370,72,51,80,52,16,7,7,6,2014
15140,15290,17,15618,13,15825,11,150,190,344,73,51,80,52,17,7,7,6,2014
15290,15290,17,15618,13,15825,11,0,353,350,73,51,80,52,18,7,7,6,2014
15201,15290,17,15618,13,15825,11,89,719,580,73,51,78,53,19,7,7,6,2014
14965,15290,17,15618,13,15825,11,325,971,805,72,51,78,54,20,7,7,6,2014
14953,15290,17,15618,13,15825,11,337,918,729,70,51,75,55,21,7,7,6,2014
14754,15290,17,15618,13,15825,11,536,1157,1269,67,51,71,57,22,7,7,6,2014
13647,15290,17,15618,13,15825,11,1643,2345,2632,65,51,68,56,23,7,7,6,2014
12403,15290,17,15618,13,15825,11,2887,3679,4028,63,52,67,56,24,7,7,6,2014
11391,16382,17,15290,17,15618,13,4991,4331,4770,62,52,67,55,1,8,1,6,2014
10708,16382,17,15290,17,15618,13,5674,4962,5301,60,52,65,55,2,8,1,6,2014
10257,16382,17,15290,17,15618,13,6125,5319,5580,60,52,64,54,3,8,1,6,2014
9980,16382,17,15290,17,15618,13,6402,5523,5682,58,51,63,53,4,8,1,6,2014
9878,16382,17,15290,17,15618,13,6504,5512,5472,58,51,62,53,5,8,1,6,2014
9782,16382,17,15290,17,15618,13,6600,5418,4754,57,51,61,53,6,8,1,6,2014
10257,16382,17,15290,17,15618,13,6125,4699,3098,57,51,61,52,7,8,1,6,2014
11260,16382,17,15290,17,15618,13,5122,3540,1669,62,52,65,55,8,8,1,6,2014
12528,16382,17,15290,17,15618,13,3854,2378,1052,66,53,70,56,9,8,1,6,2014
13588,16382,17,15290,17,15618,13,2794,1587,626,69,54,74,56,10,8,1,6,2014
14380,16382,17,15290,17,15618,13,2002,1064,306,73,54,76,56,11,8,1,6,2014
14943,16382,17,15290,17,15618,13,1439,769,124,75,55,78,54,12,8,1,6,2014
15272,16382,17,15290,17,15618,13,1110,615,106,77,54,79,54,13,8,1,6,2014
15404,16382,17,15290,17,15618,13,978,567,0,78,53,81,53,14,8,1,6,2014
15517,16382,17,15290,17,15618,13,865,504,38,79,52,80,52,15,8,1,6,2014
15756,16382,17,15290,17,15618,13,626,370,134,80,52,81,53,16,8,1,6,2014
16098,16382,17,15290,17,15618,13,284,150,190,80,52,81,52,17,8,1,6,2014
16382,16382,17,15290,17,15618,13,0,0,353,80,52,81,52,18,8,1,6,2014
16333,16382,17,15290,17,15618,13,49,89,719,78,53,81,54,19,8,1,6,2014
16099,16382,17,15290,17,15618,13,283,325,971,78,54,78,54,20,8,1,6,2014
16300,16382,17,15290,17,15618,13,82,337,918,75,55,75,55,21,8,1,6,2014
15809,16382,17,15290,17,15618,13,573,536,1157,71,57,72,56,22,8,1,6,2014
14313,16382,17,15290,17,15618,13,2069,1643,2345,68,56,72,55,23,8,1,6,2014
12814,16382,17,15290,17,15618,13,3568,2887,3679,67,56,70,55,24,8,1,6,2014
11761,17225,13,16382,17,15290,17,5464,4991,4331,67,55,68,54,1,9,2,6,2014
11142,17225,13,16382,17,15290,17,6083,5674,4962,65,55,67,54,2,9,2,6,2014
10789,17225,13,16382,17,15290,17,6436,6125,5319,64,54,66,54,3,9,2,6,2014
10660,17225,13,16382,17,15290,17,6565,6402,5523,63,53,65,55,4,9,2,6,2014
10860,17225,13,16382,17,15290,17,6365,6504,5512,62,53,64,55,5,9,2,6,2014
11614,17225,13,16382,17,15290,17,5611,6600,5418,61,53,64,55,6,9,2,6,2014
13346,17225,13,16382,17,15290,17,3879,6125,4699,61,52,64,55,7,9,2,6,2014
14829,17225,13,16382,17,15290,17,2396,5122,3540,65,55,65,56,8,9,2,6,2014
15547,17225,13,16382,17,15290,17,1678,3854,2378,70,56,66,57,9,9,2,6,2014
16109,17225,13,16382,17,15290,17,1116,2794,1587,74,56,68,57,10,9,2,6,2014
16621,17225,13,16382,17,15290,17,604,2002,1064,76,56,69,57,11,9,2,6,2014
16945,17225,13,16382,17,15290,17,280,1439,769,78,54,71,58,12,9,2,6,2014
17066,17225,13,16382,17,15290,17,159,1110,615,79,54,72,57,13,9,2,6,2014
17225,17225,13,16382,17,15290,17,0,978,567,81,53,73,59,14,9,2,6,2014
17154,17225,13,16382,17,15290,17,71,865,504,80,52,74,57,15,9,2,6,2014
16998,17225,13,16382,17,15290,17,227,626,370,81,53,74,57,16,9,2,6,2014
16896,17225,13,16382,17,15290,17,329,284,150,81,52,70,57,17,9,2,6,2014
16789,17225,13,16382,17,15290,17,436,0,0,81,52,70,58,18,9,2,6,2014
16480,17225,13,16382,17,15290,17,745,49,89,81,54,68,57,19,9,2,6,2014
16267,17225,13,16382,17,15290,17,958,283,325,78,54,68,59,20,9,2,6,2014
16240,17225,13,16382,17,15290,17,985,82,337,75,55,67,58,21,9,2,6,2014
15427,17225,13,16382,17,15290,17,1798,573,536,72,56,66,58,22,9,2,6,2014
13890,17225,13,16382,17,15290,17,3335,2069,1643,72,55,65,58,23,9,2,6,2014
12447,17225,13,16382,17,15290,17,4778,3568,2887,70,55,64,59,24,9,2,6,2014
11526,17552,16,17225,13,16382,17,6026,5464,4991,68,54,64,59,1,10,3,6,2014
10986,17552,16,17225,13,16382,17,6566,6083,5674,67,54,63,59,2,10,3,6,2014
10672,17552,16,17225,13,16382,17,6880,6436,6125,66,54,63,60,3,10,3,6,2014
10578,17552,16,17225,13,16382,17,6974,6565,6402,65,55,63,60,4,10,3,6,2014
10847,17552,16,17225,13,16382,17,6705,6365,6504,64,55,62,60,5,10,3,6,2014
11702,17552,16,17225,13,16382,17,5850,5611,6600,64,55,62,61,6,10,3,6,2014
13405,17552,16,17225,13,16382,17,4147,3879,6125,64,55,62,61,7,10,3,6,2014
14848,17552,16,17225,13,16382,17,2704,2396,5122,65,56,63,61,8,10,3,6,2014
15601,17552,16,17225,13,16382,17,1951,1678,3854,66,57,65,61,9,10,3,6,2014
16173,17552,16,17225,13,16382,17,1379,1116,2794,68,57,66,62,10,10,3,6,2014
16729,17552,16,17225,13,16382,17,823,604,2002,69,57,68,63,11,10,3,6,2014
17046,17552,16,17225,13,16382,17,506,280,1439,71,58,71,64,12,10,3,6,2014
17197,17552,16,17225,13,16382,17,355,159,1110,72,57,70,63,13,10,3,6,2014
17406,17552,16,17225,13,16382,17,146,0,978,73,59,72,64,14,10,3,6,2014
17462,17552,16,17225,13,16382,17,90,71,865,74,57,74,64,15,10,3,6,2014
17481,17552,16,17225,13,16382,17,71,227,626,74,57,76,65,16,10,3,6,2014
17552,17552,16,17225,13,16382,17,0,329,284,70,57,75,64,17,10,3,6,2014
17421,17552,16,17225,13,16382,17,131,436,0,70,58,74,63,18,10,3,6,2014
17003,17552,16,17225,13,16382,17,549,745,49,68,57,73,63,19,10,3,6,2014
16586,17552,16,17225,13,16382,17,966,958,283,68,59,70,61,20,10,3,6,2014
16523,17552,16,17225,13,16382,17,1029,985,82,67,58,69,60,21,10,3,6,2014
15723,17552,16,17225,13,16382,17,1829,1798,573,66,58,67,60,22,10,3,6,2014
14076,17552,16,17225,13,16382,17,3476,3335,2069,65,58,64,58,23,10,3,6,2014
12517,17552,16,17225,13,16382,17,5035,4778,3568,64,59,63,56,24,10,3,6,2014
11449,16064,13,17552,16,17225,13,4615,6026,5464,64,59,61,56,1,11,4,6,2014
10816,16064,13,17552,16,17225,13,5248,6566,6083,63,59,60,56,2,11,4,6,2014
10466,16064,13,17552,16,17225,13,5598,6880,6436,63,60,60,56,3,11,4,6,2014
10335,16064,13,17552,16,17225,13,5729,6974,6565,63,60,59,55,4,11,4,6,2014
10503,16064,13,17552,16,17225,13,5561,6705,6365,62,60,58,54,5,11,4,6,2014
11216,16064,13,17552,16,17225,13,4848,5850,5611,62,61,58,54,6,11,4,6,2014
12898,16064,13,17552,16,17225,13,3166,4147,3879,62,61,58,53,7,11,4,6,2014
14298,16064,13,17552,16,17225,13,1766,2704,2396,63,61,59,54,8,11,4,6,2014
14910,16064,13,17552,16,17225,13,1154,1951,1678,65,61,61,54,9,11,4,6,2014
15313,16064,13,17552,16,17225,13,751,1379,1116,66,62,62,53,10,11,4,6,2014
15696,16064,13,17552,16,17225,13,368,823,604,68,63,64,53,11,11,4,6,2014
15917,16064,13,17552,16,17225,13,147,506,280,71,64,66,53,12,11,4,6,2014
15988,16064,13,17552,16,17225,13,76,355,159,70,63,67,52,13,11,4,6,2014
16064,16064,13,17552,16,17225,13,0,146,0,72,64,67,52,14,11,4,6,2014
15930,16064,13,17552,16,17225,13,134,90,71,74,64,67,52,15,11,4,6,2014
15808,16064,13,17552,16,17225,13,256,71,227,76,65,65,54,16,11,4,6,2014
15726,16064,13,17552,16,17225,13,338,0,329,75,64,64,54,17,11,4,6,2014
15622,16064,13,17552,16,17225,13,442,131,436,74,63,64,55,18,11,4,6,2014
15331,16064,13,17552,16,17225,13,733,549,745,73,63,63,54,19,11,4,6,2014
15099,16064,13,17552,16,17225,13,965,966,958,70,61,63,54,20,11,4,6,2014
15239,16064,13,17552,16,17225,13,825,1029,985,69,60,62,53,21,11,4,6,2014
14692,16064,13,17552,16,17225,13,1372,1829,1798,67,60,61,52,22,11,4,6,2014
13269,16064,13,17552,16,17225,13,2795,3476,3335,64,58,61,51,23,11,4,6,2014
11860,16064,13,17552,16,17225,13,4204,5035,4778,63,56,60,50,24,11,4,6,2014
10917,15902,13,16064,13,17552,16,4985,4615,6026,61,56,59,50,1,12,5,6,2014
10401,15902,13,16064,13,17552,16,5501,5248,6566,60,56,59,51,2,12,5,6,2014
10116,15902,13,16064,13,17552,16,5786,5598,6880,60,56,59,51,3,12,5,6,2014
10053,15902,13,16064,13,17552,16,5849,5729,6974,59,55,58,51,4,12,5,6,2014
10284,15902,13,16064,13,17552,16,5618,5561,6705,58,54,58,52,5,12,5,6,2014
11070,15902,13,16064,13,17552,16,4832,4848,5850,58,54,58,52,6,12,5,6,2014
12755,15902,13,16064,13,17552,16,3147,3166,4147,58,53,58,53,7,12,5,6,2014
14187,15902,13,16064,13,17552,16,1715,1766,2704,59,54,59,53,8,12,5,6,2014
14793,15902,13,16064,13,17552,16,1109,1154,1951,61,54,59,54,9,12,5,6,2014
15229,15902,13,16064,13,17552,16,673,751,1379,62,53,60,55,10,12,5,6,2014
15581,15902,13,16064,13,17552,16,321,368,823,64,53,61,55,11,12,5,6,2014
15797,15902,13,16064,13,17552,16,105,147,506,66,53,61,56,12,12,5,6,2014
15842,15902,13,16064,13,17552,16,60,76,355,67,52,62,57,13,12,5,6,2014
